id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJP78Q3X090i0R5NrPIC53X0s,Yuda Kost,-8.5262951,115.2117969,"Jl. Sekar Jepun No.1, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=5431190715634801380,OPERATIONAL,+62 813-3720-8835,hostel,"hostel, lodging",4.8,4,,,,,,
ChIJCZMbDGU90i0RIwFYxACNKGE,Halona Coffee,-8.5308727,115.2117458,"Jl. Raya Abiansemal No.21, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=7001000655181054243,OPERATIONAL,+62 898-0551-374,coffee_shop,"coffee_shop, cafe, store, food",4.5,29,,"good coffee,nice place ,barista ramah",Arrived at 10am but not open,Ntappp,,
ChIJa9wXbIs80i0RngU2KqNgBJQ,Jaya Fried Chicken,-8.5249994,115.21069689999999,"F6G6+274, Jl. Raya Abiansemal, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=10665756071424296350,OPERATIONAL,,meal_takeaway,"meal_takeaway, restaurant, food",4.3,48,,Very tasty and just what we needed in the outdoors,,,,
ChIJZWm2BoY90i0R3OkDYYvwkPo,Rumah Kos Jante,-8.5256613,115.21365009999998,"F6F7+FGC, Abiansemal, Badung Regency, Bali, Indonesia",https://maps.google.com/?cid=18055195387547085276,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",5,1,,,,,,
ChIJNyQUGAU90i0Rb_HTahDT5Pg,Warkop_garasi Sport center,-8.528257,115.21285590000001,"Gang tandur No.4, banjar keraman, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=17934691683561369967,OPERATIONAL,+62 821-4522-1375,coffee_shop,"coffee_shop, cafe, store, food",5,2,,,,,,
ChIJnw4ZCBg90i0RqCjyEZdUhRs,Lap. Volly Poker Keraman,-8.5288807,115.21135690000001,"F6C6+CGX, Abiansemal, Badung Regency, Bali 80352, Indonesia",https://maps.google.com/?cid=1983084218744449192,OPERATIONAL,,park,park,5,1,,,,,,
ChIJeUTdGm4_0i0R6BgRz2AHkI4,Warung Kuncir,-8.5262282,115.21127629999998,"F6F6+GG2 depan sd 4, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=10272718862404360424,OPERATIONAL,+62 878-6560-8646,bar,"bar, restaurant, food",4.1,34,,Good food good drink,50k,,,
ChIJ758h04o80i0RGfBUREby2xI,Warung Bu Kadek,-8.5268962,115.21253259999999,"F6F7+62V, Jalan Raya, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=1358946096190386201,OPERATIONAL,+62 361 248876,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.9,8,,,,,,
ChIJ5V4AjO090i0R-9GZlc4arv8,Puri Gede Abiansemal,-8.5301151,115.21185949999999,"F696+XP5, Jalan Raya, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=18423692600194748923,OPERATIONAL,,historical_landmark,historical_landmark,5,2,,,,,,
ChIJQ0UOPrQ90i0Rg5bNmjPBUxU,Warung Babi Guling Tiga Pemuda,-8.529004,115.21212369999999,"F6C6+9RX, Jalan Raya, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=1536784325248128643,OPERATIONAL,+62 819-9945-0170,breakfast_restaurant,"breakfast_restaurant, restaurant, food",5,2,,,,,,
ChIJm2zg6eI90i0RZJzKg5Grw5M,Penginapan & Kost Villa Anteja House's,-8.5249215,115.21266410000001,"Jl. Pande No.2, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=10647542585503685732,OPERATIONAL,+62 819-9903-8027,lodging,lodging,5,4,,,,,,
ChIJBfwv67g90i0RQ1leLAUYCqw,Kame Boba Abiansemal,-8.5263422,115.2124114,"F6F6+FX7, Jalan Raya, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=12396747334788995395,CLOSED_TEMPORARILY,,bar,bar,,,,,,,,
ChIJSa9PQGA80i0RXgnGm-IFPaI,Griya Agung Abiansemal,-8.5304576,115.21101829999998,"F696+RC6, Jl. Cilinaya, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=11690506678557870430,OPERATIONAL,,historical_landmark,historical_landmark,4.7,18,,My home sweet home,Good,,,
ChIJw4dNhus90i0Rci-dLtktqDc,XIOBA Abiansemal,-8.5303496,115.2117541,"Jl. Raya Abiansemal No.21, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=4010505878986633074,OPERATIONAL,,coffee_shop,"coffee_shop, cafe, store, food",5,1,,,,,,
ChIJK3Cv-uY90i0R_060eSxI1I8,TEN'KRESEK,-8.5242317,115.2117291,"Jl. Topeng No.4, Banjar Pande, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=10363987998343974655,OPERATIONAL,+62 819-3311-4424,indonesian_restaurant,"indonesian_restaurant, restaurant, food",5,3,,,,,,
ChIJs_qctOE90i0RoeccSp0W5I0,WTC warung tipat cantok,-8.5297819,115.21208139999999,"F6C6+3RP, Abiansemal, Badung Regency, Bali 80352, Indonesia",https://maps.google.com/?cid=10224321918846953377,OPERATIONAL,,restaurant,"restaurant, food",4.7,6,,,,,,
ChIJ_zUPbos80i0ReZD9VWxSHsw,Jala Cafe,-8.5249255,115.2105167,"F6G6+26C, Jl. Raya Abiansemal, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=14708284058291245177,OPERATIONAL,+62 821-4463-6002,cafe,"cafe, food",4.3,10,,Doesn't exist,,,,
ChIJQ4qbeCs90i0R95CjWnSFTIg,Warung jawa sopo nyono,-8.5263048,115.2121954,"F6F6+FVG, Abiansemal, Badung Regency, Bali 80352, Indonesia",https://maps.google.com/?cid=9821371622171578615,OPERATIONAL,+62 821-4647-4789,indonesian_restaurant,"indonesian_restaurant, restaurant, food",1,1,,,,,,
ChIJYQeL2oo80i0R60x5vy3RdtI,Warung Lawar Men Nur,-8.527034,115.21179950000001,"Unnamed Road, F6F6+5PM, Jl. Raya Abiansemal, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=15165538789632855275,OPERATIONAL,,restaurant,"restaurant, food",,,,,,,,
ChIJYXrtx5E90i0Rjxo2ntMmVVM,Ratih House,-8.530934799999999,115.21341240000001,"Jl. Raya Abiansemal No.21a, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",https://maps.google.com/?cid=6004748368502725263,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",,,,,,,,
