id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJMcR0qjEB0i0RjpIiBkCDSP8,Good Stuff Cafe & Eco Store Amed,-8.3354793,115.63215579999999,"Jl. Melasti, Purwakerti, Amed, Biaslantang, Bali 80852, Indonesia",https://maps.google.com/?cid=18395096988998865550,OPERATIONAL,+62 819-1603-9222,cafe,"cafe, restaurant, food",4.7,545,,"Aesthetic and minimalist cafe, but they provide a bunch of menu of food and drink.

I recommend the customized fresh salad and fresh smoothie bowl.

They provide detox pressed juice too.
Overall is good, recommended.",Gorgeous Cafe and wonderful service. We had the tropical smoothie bowl and the poached eggs with smashed avocado and they were delicious. Great coffee and juices. They also have a lovely range of vegan desserts and healthful teas.  Definitely visit this Cafe when in Amed.,"Arrived to Amed and had the most nutritious, healthy, and delicious dinner possible here!

The rare cooked tuna was insane, the cappuccino very good as well and the fruit smoothie bowl next level! Very grateful to have found this place and for sure will come back as the quality is too good to be true. Amazing! Keep it up guys 🫶👏","I love going to Goodstuff, the food is amazing. My favourite dish is Green Power.
Friendly helpful staff and great relaxing atmosphere.","We’ve been there nearly every day during our stay in Amed. Great coffee, cakes and would really recommend to try cold press juices and mie goreng."
ChIJx57DmJYB0i0RSPi51DhzquQ,Local Hostel Amed,-8.3363253,115.6284733,"Purwakerti, Abang, Karangasem Regency, Bali 80852, Indonesia",https://maps.google.com/?cid=16477108874612701256,OPERATIONAL,+62 838-4746-6661,hostel,"hostel, lodging",4.5,58,,"The view from the hostel was amazing and staff were lovely.
The rooms and bathrooms however were not, there was a mouse in my room, the bathrooms had not been cleaned and so drains were blocked and toilets smelt.
Wasn’t made aware there wouldn’t be anyone running the hostel and so no food was available from the hostel for the last 2 days of my stay.","I’m sorry to inform that that all night you will hear and orchestra of dogs shouting and barking. And if you think for a second maybe they will go to sleep eventually, you are wrong they will continuously bark and shout for the whole night. Pure torture!","Local, authentic vibes with boasting views of the Volcano and the mountains. I highly recommend this place. Location is top notch: on scooter, the driving to and from Amed will be a pleasure (volcano, rice paddies). Rooms are spacious, huge lockers, beds spacious and self contained, AC, cute terrace. There is a warung downstairs with a varied, delicious menu, local and western fusion. Grilled eggplant with peanut sauce was the best (veggie here)!","Not the best hostel, you get what you pay. Bathroom was not clean. A/C was weak in the rooms.
Breakfast is two waffles with honey.","Super nice staff and great, cheap restaurant below! Rooms were also very good, with ac and nice beds! Even breakfast included for the great price"
ChIJD9uZFvYB0i0RW_FyEfyroDU,Babakan Indah,-8.3353781,115.63272660000001,"MJ7M+R37, Jl. I Ketut Natih, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia",https://maps.google.com/?cid=3864277579396739419,OPERATIONAL,,hostel,"hostel, lodging",,,,,,,,
ChIJkU8jSFkA0i0R2Le0XCu6Tys,Warung Melasti,-8.3350396,115.6326314,"Amed Bali, Jl. Melasti, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia",https://maps.google.com/?cid=3120917762192750552,OPERATIONAL,+62 852-3809-0097,restaurant,"restaurant, food",4.8,146,,We had such a great dinner here. The owner grills up a lovely fish in banana leaf and they have great spring rolls. Kind of a hidden gem. Nice sunset as well.,"One of my favorite places in Amed! There is 2nd floor with beautiful Agung mountain view. Melasti is peaceful area than beach side. All the foods are fresh and so delicious. Especially I love their local foods. and owner is so friendly, too! Highly recommend.","This warung was disappointing compared to the expectations set by the reviews.  The service was excellent and the view of the mountain was nice. However, the food lacked flavour. Chicken Ayam soup tasted like the seasoning came from a ramen packet. The fish curry broth was very thin and the fish could have been chicken, snake, lizard???...the texture wasn't not like fish. My husband's cashew chicken was a daily special and, very expensive at 80k compared to the rest of the menu, with a sauce that tasted straight out of the kecap Manis bottle.",Really nice little spot to look at all the beautiful nature enjoying some great food. The staff are also really lovely - would definitely recommend! Spring rolls are really delicious!!,Fabulous location with large windows giving a full vista of the volcano.  The food was also tasty.  Both the soto ayam and Balinese veg curry better than the average offering you often get.  Friendly family service.
ChIJN2etPegB0i0RQ2pnlowQQuk,Agung Sunset View,-8.3371725,115.6347305,"MJ6M+VXM, Purwakerti, Abang, Karangasem Regency, Bali 80852, Indonesia",https://maps.google.com/?cid=16808014955304938051,OPERATIONAL,,tourist_attraction,tourist_attraction,3.7,3,,Beautiful view on Mt. Agung,,,,
ChIJH389h9cB0i0RvL9sJJLQyFw,Suweg Guest House,-8.3352649,115.6305875,"Purwakerti, Abang, Karangasem Regency, Bali 80852, Indonesia",https://maps.google.com/?cid=6685822972926410684,OPERATIONAL,+62 819-1674-4411,,lodging,5,13,,"I really enjoyed my stay at Suweg Guesthouse, in the apartment at the 2nd floor, for those past 2 months. It is ideally located in a quiet area of Amed but not far from many coffee shops, restaurants and the more touristic area. It has a good view on Mount Agung and the nearby hills. The apartment has two rooms, including a well-equipped kitchen and a bedroom with a comfortable bed. It is spacious enough for 2 persons. It also has 4 balconies. The wifi works well. It is most of the time fast enough to have a video call or watch a movie, but it is sometimes unstable, so you might experience interruptions during your calls. The guesthouse staff, Kadek was very accommodating to our requests. For those who like hiking/walking, there is a very nice trail just 3 minutes away by foot, to climb the closest hills. Overall, I can fully recommend this place. It is a perfect place to be for both short and long stays.","Excelent sleep quality, love the bed very comfortable","My parents stay there 2 months to visit me and they were really happy of the place. They rented the flat on the first floor.
You have a super nice view and it's quiet 🙏✨","I stay here last week for 5 nights. Its nice place, clean and new room, with aircon and hot water shower. No breakfast but i domt need that. Location also good. 3 minutes from Good Stuff Amed. Highly recommended","Lovely house, very clean, comfy bed, lovely host, recommended"
ChIJcfAa4B0B0i0RJ6abQ2VXYBk,Kungkungan House,-8.3377067,115.6310315,"MJ6J+R9P, Jl. I Ketut Natih, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia",https://maps.google.com/?cid=1828557541150008871,OPERATIONAL,+62 858-5888-2497,private_guest_room,"private_guest_room, lodging",4.5,2,,"WOW what an incredible place to stay in Amed!! I was staying for 3 months on a budget and just needed a comfortable place in a good location with a kitchen. Then my friend recommended me Kungkungan house and I was blown away!!

The views of Mt. Agung and the neighbors' rice paddies are fabulous and the entire place is gated, simple, modest, open with lots of light, and very quiet. Friendly neighbors, too! Even friends and expats living in Amed came by and were jealous of the place! We also had someone cleaning once a week, which made the long stay super comfortable and comvenient.

The landlord Andre is so sweet and accomodating, and even when there is a power outage or other occurrence (you must remember Amed is a small town and these things happen), he always checked on us afterward. He often went beyond what is necessary to help us, which really added to the great experience!

We are planning to come back at the end of this year and I almost didn't want to leave a review and spread the word so there is a guaranteed place for us - but sadly, it would be a crime to keep this gem to myself. So I will cross my fingers and plan early - Enjoy the magic of Amed at Kungkungan!!",,,,
ChIJ06on3QcB0i0RbdOg8pb51cU,Kedai Local,-8.3364015,115.6285278,"Jl. I Ketut Natih, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia",https://maps.google.com/?cid=14255574622222209901,OPERATIONAL,+62 877-6265-2600,restaurant,"restaurant, food",5,7,,"Really nice local Warung in Amed Bali. Gede is a really kind soul and will take care of you! The food is really delicious and well priced! We had the Nasi Goreng, Pepper Tempe, fries, and lemon tea. All were super yummy and cooked perfectly. The seasoning was really nice on all the dishes. The vibe is really good; nicely decorated and charming. The restaurant is very clean with inside and outside seating. Location is easy to find. Good vibes only here 🙏🙏","The owner is very friendly, the local food menu is delicious and very cheap.","Oh my word. What a great restaurant for some traditional Indonesian food! So good, and on another level when it come to affordability. I honestly think I’d come back here everyday if I was here for a longer period time. This is my second time in less the 24hrs. The owner is super lovely, and in the evening he whipped at some karaoke which was some great vibes. Only thing is, it’s family ran, and so it may take a little longer if the place is full, but we have had no trouble and it really deserves some love if you’re in the area. Come check it out and try Kedai Local!","Perfect balance between price and quality. Portions are not big, but very cheap.","Verrrrryyyyyy affordable food and drink.
Good taste and the owners were so nice and welcome! Thankyou so much Bli & wife😇"
ChIJ37CCHt0B0i0RzyPLnpH2FTE,Arya Taksu Homestay,-8.3351058,115.6317124,"Purwakerti, Abang, Karangasem Regency, Bali 80852, Indonesia",https://maps.google.com/?cid=3537004187664196559,OPERATIONAL,+62 819-1561-6171,extended_stay_hotel,"extended_stay_hotel, private_guest_room, hotel, lodging",5,11,,"I love this place, good for long term stay, the room are spacious and big, good homestay in amed Bali, Arya taksu homestay😄🤍🤍",,,,
ChIJWQXhkcAB0i0RnXMpwq2J_aI,Warung Tika,-8.3355684,115.63326279999998,"MJ7M+Q8C, Jl. Ketut Natih, Purwakerti, Kec. Abang, Kabupaten Karangasem, Bali 80852, Indonesia",https://maps.google.com/?cid=11744694782631965597,OPERATIONAL,+62 838-5623-4701,restaurant,"restaurant, food",4.9,8,,,,,,
