id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJNT_xwkNb0i0Ro9bQAZpMhRs,Surfers House Green Bowl,-8.831722,115.1719953,"559C+7VC, Jl. Tukad Dalem No.2, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://maps.google.com/?cid=1983075435265709731,OPERATIONAL,+62 878-6098-0944,guest_house,"guest_house, lodging",4.4,122,,"This is a great hostel! Some recent reviews warned of bed bugs, but there was 3 of us and we had no issues at all over 3 nights. The rooms are nice and comfortable, however shower and toilet are the same room.

Common area is beautiful, has a pool and conducive to socializing/meeting new people. I found the male staff more friendly/easy going while the one younger lady was a bit intimidating and not as friendly.

Location is FAR out from almost everything in Uluwatu (20min scooter ride). The Warung right next door is awesome!","Pretty nice hostel. 5 minute ride to the beach, 25 minutes to the Uluwatu Temple. Quiet location, warm pool and free dinner. Ping pong table and pool table making solo travel socialising a breeze 👌 worth stopping in","Stayed a week here, honestly great hostel. Staff were very helpful and kind super outgoing and organise free dinner everynight which is vegetarian. The hostel itself is far out from everywhere so will need a scooter to get around. The beds are clean and made again every morning. Would recommend for solo travelers to make friends.","Do not stay here! There’s constant bed bugs which the owner and staff try to keep secret! I only found out there were some in the room when someone from my room told me. I came back and all my clothing on my bed was gone; you’d think they done the nice thing and cleaned them, nope they said there were no clothes on the bed meaning my north face shorts and tops grew legs and walked off by them self. I spoke to the manager about this and he said I should have used the locker, but they didn’t provide a key and how can u fit a 70L back pack into a small locker. I would recommend sleeping on the streets before this hostel.","actually a very nice hostel with great opportunities to connect, especially at the free dinner.
the staff was very friendly & helpful.
the rooms were okay, not so clean & the bathroom smelled really badly. lockers were tiny and did not do their job.
unfortunately we found out we had bedbugs during our third night there. we were shocked to find out that it was a known problem, since we heard it from other rooms & the staff was aware as well.
when we looked at our pillows closely, it was obvious that there were bedbugs living inside and was just hidden with a pillowcase.
we consider it very irresponsible by the staff to still give us this room."
ChIJs20rN1Jb0i0RUmIaePhmCug,Druwa Bali,-8.8304327,115.17382179999998,"Jl. Teba Kauh No.1, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://maps.google.com/?cid=16720289783919305298,OPERATIONAL,+62 813-2500-0770,hotel,"hotel, private_guest_room, guest_house, lodging",4.6,68,,"I loved it here. The staff is super friendly and polite, everything was very clean, the bungalow was really big, the bed was large and comfortable. Hot water as well in the shower. The room was ready one hour before the actual check-in time which was great.

Very nice and calm place. The swimming pool and kitchen were very clean as well. Kitchen equipped with a hot/cold drinking water tap. Highly recommend!

One thing is that it can be a little bit noisy because of the nearby street but if you have earplugs it's fine.","we loved it here! so peaceful, quiet, calming.I really the wooden cabin style. perfect! loved the pool, especially at night, the water is warm. The staffs were very helpful. ☺️ I like the location, it is very near to all the beaches. 😉","The entrance to this villa is super tricky but its worth it.Super isolated villa/cottage whatever you call it. Very quiet and privacy and suitable for a couple who deserve a breakaway from the work chaos. Self catered villa which allow you to store your groceries for self made breakfast/lunch/dinner at the in house fridge. The room is superb with the king size mattress, wardrobe , televisions, wifi , en suite fridge and water heater. The area was well maintained by the down to earth local and i have to mentioned their name as their hospitality are super good . Welldone and keep it up to AGUNG,ARYA,ADIS,KETUT AND RANI and to ….

Welldone to DRUWA BALI for having this kind of super nice accomodation. Im sure will be back again for my next visit in Uluwatu.","The place is beautiful! Rooms are clean, the pool is amazing with the whole day sun. Sunset is pretty. Staff is friendly. Loved this stay! Highly recommend. Also offers scooter rental. With a scooter you are able to go anywhere. Big grocery store nearby.","It was great staying here! The staff is really nice and the pool is amazing. They take care of the garden and the facilities. Just the bathroom is old and not the nicest , the sheets had some stains and the internet is slow in the rooms but we really enjoyed staying here. For only 20€ a night you get a lot!"
ChIJd-XyNAFb0i0R36NJmTma10g,FPB Hospitality Management,-8.831656900000002,115.1730076,"Jl. Teba Kauh, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://maps.google.com/?cid=5248833462899155935,OPERATIONAL,,resort_hotel,"resort_hotel, hotel, lodging",4.9,179,,"Simply amazing. By far the best hotel we've been to in Bali, and throughout Asia. The service and staff are awesome, location great and calm. Rooms are perfectly clean, comfortable, and food is so good.
Special thanks to Roy, the owner, for his absolute kindness and professionalism.
We will definitely come back there if we have the chance to travel back to Bali again.
Best regards and thanks again","This resort was one of the best places I stayed at in my life. The details in the rooms, landscaping, pool area and service were incredible!

The welcoming and helpful staff, as well as the really friendly owner made the stay here unforgettable. The tropical feeling bathrooms with jungle plants and the quiet pool area with huge pool were definitely Highlights of our stay. The pricing is also reasonable and well worth it in our opinion.
The Wifi was a bit slow overall and quite unreliable at times, which is the only area that could be improved in our opinion.

Overall we had an amazing stay and even came back for a second time just weeks later. And hopefully, it won’t be our last!","The Jiwana Bali Resort is a dream come true! You really feel like you are taking  part of Balinese culture staying here. Everyone is so wonderful, especially the owner Roy. He makes you feel like family immediately! The rooms are very clean and cleaned daily during your stay, the food is wonderful, the pool is gorgeous and the whole place just feels serene. Our stay there was wonderful and I would recommend this resort to anyone coming to Bali and they want to escape the hustle and bustle and have a true vacation!","I booked a Room at Jiwana for my mom, she stayed there for 1.5 months and absolutely loved the place. The staff are super friendly and attentive, and the owner Roy is always willing to go out of his way to help and make sure your having a great stay. The gardens are super lush and the hotel is situated in a quiet beautiful setting. It’s truly a diamond. One of the best hotel experiences I’ve ever had, I highly recommend.","Super friendly and helpful staff!! My partner and I asked for a vegan breakfast and we had nasi goreng with vegetables, tofu and tempeh, fruit salad, black coffe and fruit juices! Amazing service"
ChIJqy205dZb0i0RE6pCzTMjtPQ,PUBLIC PEOPLE,-8.8313726,115.1771024,"Jl. Melasti I, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://maps.google.com/?cid=17632757146456336915,OPERATIONAL,+62 813-3875-4488,restaurant,"restaurant, food",4.7,164,,"This restaurant is such a gem! Staff is really nice, the atmosphere is very relaxing and the food is really good! I had Croissant Eggs Benedict for breakfast and absolutely loved it, salmon does give it a special twist. Later I got the Okroshka with chicken - such a tasty and refreshing soup! Definitely recommend giving it a try! 💛","Sunday Market is held at Public People, various quality local brands and crafts are here, the atmosphere is calm, comfortable, accepts various payments, there is no reason not to come! Lana Brand are here too, beachwear, kimono, etc! 🤍",This place is beyond beautiful. The ambience at night is cozy. The staff were amazing and the food was really good. The octopus was really fresh and you can tell the chef put a lot of effort into creating the dish. The carbonara was really delicious and it came with edible flowers. Definitely check it out if you are in the area.,"Very good food, good place and good vibes .his staff is friendly and highly responsive. recommended to hangout with friends and family time, u must try the dessert !!
Enjoy your day 😊","I like quite place and chill like this , nice decoration and concept , clean bathroom like Hotel standard ❤️food was tasty and looks use good stuff only , best cafe in the area … the employé said many guest at night . The Carbonara delicious as well the Cheburek, a lot of meat on the dishes . Will be back to try other menu Soon . thank you , keep it up guys ,"
ChIJjWXz2T9b0i0RpL8FL38p5UY,Purnama Homestay Pandawa,-8.8309431,115.17702939999998,"Jl. Melasti III, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",https://maps.google.com/?cid=5108534978548187044,OPERATIONAL,+62 812-4643-0068,,lodging,4.8,20,,"I love this place. Been staying here for a 2 weeks now. Very calm, clean, spacious and a nice pool. The owners are super friendly and helpful. Plus the price is good!","My stay at this place was an absolute delight. The homestay's cozy and well-appointed rooms provided the perfect blend of comfort and charm, making me feel right at home. The attention to detail and thoughtful amenities showcased the host's dedication to ensuring a memorable stay. Additionally, the delicious homemade breakfast served each morning was a true highlight, offering a taste of local flavors and hospitality. The tranquil atmosphere and the genuine warmth of the hosts made my visit a truly unforgettable one. I can't wait to return to this homestay for another rejuvenating and enjoyable getaway.","Stayed here for one night whilst in Uluwatu. A lovely quiet little oasis. Clean, basic rooms with own bathroom. A nice little pool and garden. Not a high end accommodation but very good for what it is! Would recommend!","Rooms are clean and the place was so quiet, good for meditation. They only have 5 rooms with a pool. I recommend this if you search a room near Pandawa beach.","its such a wonderful place to spend your night with an affordable price, highly recommend!"
ChIJv2jPyo5H0i0RpTEBaZhvcRo,Amami Garden,-8.8292141,115.17295379999999,"55CF+875, Jl. Dharmawangsa, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://maps.google.com/?cid=1905426817741828517,OPERATIONAL,+62 813-2685-7245,vegetarian_restaurant,"vegetarian_restaurant, pizza_restaurant, cafe, vegan_restaurant, italian_restaurant, restaurant, food",4.5,280,,"Absolutely amazing meals and drinks here. My wife and I walked here each day to have the great vegetarian meals.
It's a nice open area that catches the breeze and makes it very comfortable in the Bali humidity. Plenty of seating in a nice and relaxing environment. Highly recommend if you are visiting Uluwata.","Loved this spot! Really nice staff and we had some of the best homemade pasta in Bali, Tirimasu is incredible too, didn't get to try the pizza, but if you go after 5pm I hear it is yum! 😊","I ordered lasagna and coffee. They came quickly. I waited no more than 15 minutes. It's an outdoor cafe, but it's not hot. There are powerful fans and even without them it is not hot here. Friendly staff. Everything was delicious.",As a vegan I‘m so happy to have this amazing restaurant almost next to my door! I have been there multiple times and loved all the dishes I had. The lasagna is probably my favorite so far and not to forget the vegan tiramisu and magnum stick gelato 🤤 I‘ll come back as often as I can! 💚,"Perfecto! Perfect.
I really enjoyed being here. Thanks for that amazing experience. I probably had the best vegan lasagne of my life. Service was outstanding. Location is beautiful-inviting place to hang around. The noise of the (50m away) street is a bit annoying, but the food more than compensates you for that. Amazing! I wish I could stay longer. I will come back tonight to try the pizza. The owner is Italian, so it must be exceptional too. The tiramisu was!!!"
ChIJedwnR0Jb0i0RLMQAFde1ceQ,De Jantux Villa,-8.8338918,115.17266400000001,"Jl. Tukad Dalem, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://maps.google.com/?cid=16461138048390841388,OPERATIONAL,+62 813-3877-2590,lodging,lodging,4.7,38,,"I had an excellent experience during long stay there. Pak Made is very helpful, and the staff also fast response. The place is quite and clean with affordable price. I always stay there when in Uluwatu Bali and it's only takes 5 minutes to Melasti Beach. Super!","Bed bugs and mold! Villa is really old and in poor condition.. walls are covered with mold..couch and all furniture is old and worn down..bedrooms are smelly and have a creepy old feel because the door cannot close!! Old mattress with bed bugs!! Our stay was very uncomfortable and the owner is super rude and aggressive..such a bad experience, do not book there","Everything was wonderful. Clean, comfortable, and modern room. Pool was lovely and staff were super friendly.","Extremely friendly and helpful staff, everything is very clean and well maintained. As it is a bit outside the center it is very quiet. However, some restaurants and a supermarket are in walking distance. It is also possible to rent a scooter which is great to discover the Bukit peninsula. Great value for money!","We stayed here for a month and had an amazing time. De Jantux is super clean and the staff is amazing. Always smiling, polite and helpful.  Would have stayed longer but unfortunately they were booked out. Only positive vibes. Thank you 🙏"
ChIJYXctaetb0i0R1z0kz8mFUY0,Villa Pucak Lestari Pandawa,-8.833879399999999,115.17170019999999,"Kutuh, South Kuta, Badung Regency, Bali 80361, Indonesia",https://maps.google.com/?cid=10183067334271581655,OPERATIONAL,+62 821-4464-6923,hotel,"hotel, lodging",4.7,21,,"I stayed at this place for five months and found the rooms to be nice. Unfortunately, just before my departure, I was robbed one evening. My door had been left unlocked, and the thieves managed to take my MacBook, clothes, and other items totaling a value of 60 million. Surprisingly, they avoided all the cameras.

When I requested the camera records to aid our investigation, the owner provided a flash drive containing only a single video from a different day, not relevant to the incident. Subsequent requests for the correct footage were met with prolonged delays in response, and ultimately, he did not save any of the pertinent videos.

Despite this, the owner initially offered a 10 million compensation, which I appreciated as a considerate gesture. However, he stipulated that if I involved the police, the offer would be void. Wanting to avoid disturbing the other residents, I agreed to handle it internally with an informal investigation among us.

Regrettably, two days later, the owner rescinded the compensation offer, leaving me to deal with the loss on my own. This has not only left me without recourse but also deeply disappointed in how the situation was handled.",Beautiful place for long term stays and for families.... Very kind hearted people. Beautiful view of sunset.... Nice pool and relaxing area as well... 8 villas and more building..,Nice placeee! They have small kitchen inside all of the villas! Lovely place& have wonderful views. Wonderful garden& plants,"Villa with two side views
Full view","Quite and mountain, sunset view."
ChIJhW_IWSNb0i0RQEbxE3_gyd0,Jing Jang Villas - Bali Private Villas,-8.8331952,115.17234789999999,"Jl. Tukad Dalem No.02, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://maps.google.com/?cid=15981551589100963392,OPERATIONAL,+62 812-4677-6862,hotel,"hotel, lodging",4.6,21,,"One of the most beautiful villa we stay. Very nice and quite area, very nice management and amazing Kadek who always help if need anything.
Clean, completed with everything you need.
Thank you guys for making our holidays unforgettable 🙏","We had a wonderful time at Jing Jang Villas.  The space is better than the photos and the pool was amazing.  The local host is accessible, generous and reliable.  They can offer you motorbikes or yoga and surfing lessons too.  Highly recommend it!","JIng Jang Villa is a Gorgeous villa, with  big pool and beautiful big garden.  Rooms are very clean and nice. Beautiful wooden house. And the shower is amazing, its outdoor bathrooms with beautiful trees around it, made you feel like you're somewhere in the nature.
It's a nice and quiet place.  Great view,  Great stay, Great Host. Komang was super friendly and helpful. Will definately go back :)","Beautiful place for your holiday time in Uluwatu! Good location, good swimming pool!",Be carefull... The worst management ever.
ChIJr1FpQvBb0i0Rih_W_bt-8Ew,Dwarung local bukit,-8.8318026,115.17213140000001,"Jl. Tukad Dalem No.2, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://maps.google.com/?cid=5544070487175733130,OPERATIONAL,+62 878-5384-2969,restaurant,"restaurant, food",4.8,50,,"Very nice and quiet place, the personnel has wonderful manners, food is amazing and the prices are honest!
There's room for improving the quality of cappuccino but I'm Italian 😂, I have high standards.
I loved this place!","Great location and great prices. The chef/owner used to chef in 5* hotels and this warungs food is very tasty & very well presented. Good selection of indonesian and western food, including breakfast. Love the hot mango and banana dessert with sweet basic & ice cream. Happy hour has also increased from twice a week to daily. Very friendly staff. Well worth a visit.","Really lovely place. Tucked away and peaceful. Really kind staff, very friendly. The food is really delicious and very cheap. 30-40K for every meal. We were staying in the hostel next door and this was breakfast every day. They have a nice garden out the front too which was a nice touch. Enjoy!","Amazing place, people, everything it's so delicious.
We love this place ❤️🤗🤗🎉🎉😘😘😘",Lovely mid aftenoon meal. Well presented and well cooked. They do beer and happy hour cocktails.
