id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJXxh-_QRB0i0RvsXwSwVZQZc,TEMPAT Coffee and Roastery,-8.697281799999999,115.22687570000001,"Jl. Bedugul No.35, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali 80224, Indonesia",https://maps.google.com/?cid=10899090452497089982,OPERATIONAL,+62 857-3888-6809,cafe,"cafe, food",4.3,249,,"Food is tasty, should try the mendoan. They have a lot variety of menu from snack to dessert.
Service is super duper nice, helpful and attentive.
Atmosphere is nice, plenty of seatings for group and personal. A lot of books for a coffee break while Work from Cafe.
Payment available in cash and cashless.","New favourite spot in Denpasar.

Food and drinks were nice. Please add more finger food variety. Pastry maybe?

I love the breezy atmosphere though I wish there was a designated smoking room rather than let them smoke in the garden. It's such a waste of fresh air.

Overall I like it here and will definitely coming back to work or read.","If you've read The Island of the Missing Trees, you'll know how fitting this place to the tavern in the book (only it's not selling any alcohol). 🥺🍃

Seems like I found new places every other week, lol. Cozy for work and reading alone. Too bad they're only open until 8pm.

What I ordered:

Coffee: 30k (ok)
Pisang goreng gula bali: 25k (tasted amazing)","Totally in love with this place. The service is great, the staffs are so friendly and helpful. The price is reasonable. The food is also great. Nasi Ayam Suksma is recommended though it's a bit spicy for someone who doesn't enjoy spicy food like me, and Chicken Karaage&Fries they're so crunchy and tasty! They have high-speed WiFi. I conducted a speed test and it was around 50 Mbps! Quiet and comfortable environment and a very nice place for anyone who's looking for a workplace outside of their house. There's an indoor area with AC which is perfect.  I definitely will come back anytime I get bored working from home.","It wouldn’t be nice for me to gatekeep this place but I don’t want it to get too crowded because it’s just so nice that you finally find a coffee shop where you can be quite with yourself (it’s SO HARD for me to find one here in Bali) great coffee, good food (not exquisite but super okay, I just wish they have more variety). I just LOOOOVE the place because it’s so airy breezy with joglo & garden. I really like the mini library spot upstair, so nice for you to hide from the crowd. All the staffs are really nice too. If I can improve one thing, it would be the closet in the toilet because it looks dirty. But the rest are perfect, will definitely recommend this to my closed ones because I trust them not to make this lovely place noisy hehe"
ChIJ4TChDwVB0i0R6wZKY0MUkys,Dea Graha,-8.6984978,115.22626059999999,"Jl. Bedugul No.17, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali 80224, Indonesia",https://maps.google.com/?cid=3139875644868527851,OPERATIONAL,+62 851-0020-0300,,"extended_stay_hotel, hotel, lodging",4.1,33,,,,,,
ChIJ23HE-gRB0i0RGHm61rieGus,Kober Mie Setan,-8.6969792,115.22690929999999,"Jl. Bedugul No.37A, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali 80224, Indonesia",https://maps.google.com/?cid=16941027465021258008,OPERATIONAL,+62 811-3960-6272,restaurant,"restaurant, food",4.2,2431,PRICE_LEVEL_INEXPENSIVE,"What I can said, it was spicy even with only few chili.

Place is big and price is cheep. In addition, other than spicy noodle they also sold some type of dim sum and few drinks.

The taste was not bad but nothing special except for the level of spiciness. But worth it to try.","Beside their annoying waitress which is a bit lack of manners, their noodles were not bad. They offer you with only one main menu with spicy leveling and some side dishes and quite inexpensive.",Food was okay. All i can say i like gacoan more. But anyway the menu get more variation than gacoan. I dont like when the waiters call and shouting your name to find you.,"Sorry, but i never ever make bad review for a meals before, but this is just horrible, it only taste spicy with nothing else, the noodle doesn't even had any seasoning perhaps?
I waited too long for my other side dishes, and they left them out in the first floor, while they deliver other ppl meals to their table, waiting for my gf to pick it up ourself, while i already told them i was upstairs.

Well it is true, what can you expect with those prices?
But please you had other competitors than serve better than this in the range of your prices also.","Here you find all levels of spicy noodles... There are two types : ""mie setan"" and ""mie iblis"". Both taste are good. The dim sum on the other hand is not recommended."
ChIJR2nBDAVB0i0R_hAgGnFJzBo,Sayang Residence,-8.6979784,115.22647729999998,"Jl. Bedugul No.25A, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali 80224, Indonesia",https://maps.google.com/?cid=1930999090353541374,OPERATIONAL,+62 361 727819,hotel,"hotel, lodging",4.1,216,,"stayed there for a month and decided not to continue. The place is cosy, garden is huge, easy to find local foods.

The toilet and kitchen is outdoor and dark and feels unclean, mosquitoes everywhere, my front pathwalk was always wet and slippery, bugs everywhere. The water pipe needs upgrade, leaking like no tomorrow, during peak hours there will be no water to shower.",A good place to stay while visiting South Denpasar especially Panjer & Renon area,"Well i found dark secrets of this hotel, please don't go if you have family with you thanks.","Deffinitely not my kind of hotek, won't be back",Clean dan friendly
ChIJX7Y7V3BB0i0RkxnmUJqLAAY,Kopi Kenangan - Ruko Sesetan,-8.6988021,115.21935500000001,"Ruko Jl. Raya Sesetan No.221c, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80223, Indonesia",https://maps.google.com/?cid=432499059126049171,OPERATIONAL,+62 817-9275-255,coffee_shop,"coffee_shop, cafe, food, store",4.8,133,PRICE_LEVEL_MODERATE,"to the owner. you hired only one female for cashier, cleaning and making coffee. customer wait so long that i got to wait over than 30minutes. so think again if you want to buy here. better go to other shop.. remember 30minutes wait","Small outlet, friendly staff, nice coffee and fast service.","Very nice coffee, the kopi kenangan is the best value for taste",It’s a bit weird they don’t have espresso in their menu,"Note guys, that you will be paying mostly for ice.

Although coffee of a good quality and proper amount of sweet"
ChIJU4a6zi1B0i0R_YwCx4xZ408,Sushi Yay,-8.7002545,115.2222334,"Jl. Sidakarya No.21g, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80223, Indonesia",https://maps.google.com/?cid=5756543209878752509,OPERATIONAL,,japanese_restaurant,"japanese_restaurant, restaurant, food",1.6,112,,Hadeeuuuh,resto k0ntllll,,,
ChIJI6TmbCNB0i0RY2fSj83XSpU,TokTok! Mie - Sidakarya,-8.696883999999999,115.2271327,"Jl. Bedugul No.22, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali 80224, Indonesia",https://maps.google.com/?cid=10757647937809049443,OPERATIONAL,,restaurant,"restaurant, food",4.6,139,,"Service was awful. Unfriendly waiters. Waited an hour for food (just for mie ayam) Even though there were just a few customers.. When the food came. The order was wrong..

Also, initially ordered the nasgor chili oil, but then was informed 10minutes later that it's sold out..

I wouldn't recommend, staff is not properly trained. Not worth your time.","We tried mie ayam chili oil. Luckily we asked to serve the chili oil on the side, because it was very very spicy. However, the taste is so-so.",best chilli oil noodle and fried rice in town. super smoky fried rice so nice. noodle is also very chewy and for the price this is a 12/10,"The foods are so good 10/10, Im a big fans of chilli oil and this one is really and the staffs attitude is good",Its a good place and have very good food 👍
ChIJO60uIxpB0i0RZ5oDUe-HoKc,Kost Pondok Aria,-8.6988021,115.21935500000001,"Jl. Raya Sesetan No.221c, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80223, Indonesia",https://maps.google.com/?cid=12078803662533794407,OPERATIONAL,+62 813-3739-0698,,"private_guest_room, lodging",4.3,39,,"Compare to others, this place is not worth it enough. There is no wifi and the electricity spent much money. I only used 2 lamps, AC (only at night because in the afternoon I went out), and charging laptop and HP, it costed 200k per week. I didnt use water heater.","It is a great place to stay, near the city, and also close to many fast food places.",,,
ChIJNQEdWABB0i0RwZiVObIxXm0,Komeda's Coffee Sesetan,-8.6990464,115.21936269999999,"Jl. Raya Sesetan No.221abc, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80223, Indonesia",https://maps.google.com/?cid=7880791039484991681,OPERATIONAL,+62 823-4093-3803,restaurant,"restaurant, food",4.7,38,,"I love the vibes.. double door keep the AC cold when is very hot 🔥 outside

The bun is soft
The Chicken 🐔 katsu is tender..
Tasty juicy

Single table available if you came alone ..
Love the idea..
As friends not always available if you hungry 😂😆","Just like the Legian branch, the foods and coffees were great. The main thing that need to concern is the flies that kinda annoying. So do with the parking spot and landscape, can’t imagine if its rain tho. Better to prepare the surroundings first before the opening, so the experience will be better for the customer. Overall 8/10","Tamago Sando, Japanese Special Coffee& Karaage is the best here. I love the place and atmosphere. Suitable for eating while working because there are plugs in each corner of the table. A variety of coffee and fresh drinks👍✨👌🥰","Just opened for two days when I went there, so the parking area was not proper yet. Hope they will fix it soon. But overall the experience was enjoyable though it is smaller than Legian's branch, the difference is that they have outdoor smoking area here. Drink was nice, I like the onigiri served for breakfast. However I was a bit annoyed with insects around my table (mosquitos and flies). Hope they'll do something about it.",I love the ambience here to have a focus study session. Komeda also perfect for warm catch up with friends and family. Food as always tasty and fresh! Love their matcha coffee jelly and coffee au lait with soft serve 🫶🏻  Huge parking lot though haven't well developed yet. Will definitely be regular here✨
ChIJ_XOebitH0i0RzFTHydwe8IE,rental mobil murah bali | Shreya Car Rental,-8.695196800000002,115.2244436,"Jl. Tegal Wangi II Gg. Cemp. Sari No.3x, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80225, Indonesia",https://maps.google.com/?cid=9363017558930183372,OPERATIONAL,+62 812-4655-7330,car_rental,car_rental,4.9,161,,I am very happy with the service. I did not encounter any difficulties with the car. It was well maintained and a pleasure to drive.,Great service and quick reply. Car was clean and in good condition. Was even delivered to Padangbai for a low additional fee. Thanks and sampai jumpa!,Very good driving experience and good running and cheap car. Always your first choice if you want to rent a car in Bali,"Very recommended, easy process, helpful and friendly owner, dont hesitate to rent car here","very recommended, fast response, clean car and good condition"
