id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJE3IFylAX0i0RHUHEL3lyrAU,Hanzho.Co,-8.5347808,115.3070115,"Jl. Raya Semebaung, Bedulu, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80581, Indonesia",https://maps.google.com/?cid=408827531001872669,OPERATIONAL,+62 857-9231-0224,coffee_shop,"coffee_shop, cafe, store, restaurant, food",4.6,155,,"Very good little cafe/resto in Gianyar.
Really hidden gems!
They have variety menus and drinks, the taste also yummmms
First time and feel satisfied!
Will comeback for sure to try other foods and drinks.
Enjoy Gianyar
Enjoy Bali
Enjoy Indonesia 🇮🇩",Great place to work with some AC and wifi 🙌 Plenty of seats with outlets to plug in your electronics and the interior is very clean and cozy. The whole menu is very reasonably priced!,"What a fabulous find this great little coffee shop/eatery was! A great menu of really tasty food made with fresh ingredients, all sorts of yummy cold drinks and juices and EXCELLENT coffee - all at very modest prices.  All this combined with lovely staff in a well thought out space makes for a very relaxed and enjoyable experience - whether it is just for a quick bite or a more substantial lunch or dinner.  Highly recommended.  😋⭐️⭐️⭐️","Convenient location between Ubud /Gianyar and the North, Mt. Batur and Agung. Western style modern music. Motorbike parking. Seperate function room. Great for kids party. Fantastic crispy  pork  belly on nasi goreng.
Three completely seperate dining areas.","Our favourite cafe in Gianyar! Very friendly staff and owners, european and indonesian cuisine, delicious food and drinks! Especially tuna bowl, ramen, chicken mushroom, pork burger and spaghetti carbonara 😍 must try waffle with ice cream.

Also they have acoustic music every weekend!"
ChIJS5DjXDgW0i0RE3-HA9NXCv8,Vegetarian Maharani,-8.5346039,115.30575129999998,"F884+582, Jl. Mahendradata, Bedulu, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80581, Indonesia",https://maps.google.com/?cid=18377597793247657747,OPERATIONAL,+62 851-0313-7135,vegetarian_restaurant,"vegetarian_restaurant, restaurant, food",4.6,235,PRICE_LEVEL_INEXPENSIVE,Very near Kanto Lampo Waterfall. Best vegan feed in Bali with such affordable prices. Don't come too late although it says open till 7pm because most of their Nasi campur dishes runs out by 1.30pm. The Bakso and Mie goreng are excellent too! Terima kasih banyak banyak. Nanti jumpa lagi!,"Came here after the waterfall. Not the prettiest of all places, but this is Indonesia and places like these should not be overlooked. We had a bit of everything and it was so delicious! I recommend all vegetarians to come here as everything is so flavourful. Me and my partner got the brown snack as seen on picture, we weren't sure what it was but it was vegetarian, the owner assured us. It was a vegan pork scratchling. SOOOO GOOD!!!","One of the best experiences with vegetarian food in Bali. Food is very tasty and cheap as in warung. If you don't care about environment come and try 😋

We took, basko soup, fried rice, 9 satay, 2 tea = 73K","I really struggled to find a good vegan shop that provides authentic food with affordable price in Ubud. I kept searching on Google Map and found this place. There are a variety of dishes, my favorites are the stir fried fake chicken, sweet and spicy tampeh and green veggies. I picked around 5 types of dishes and a portion of rice but it costed only 30rupiahs in total. Food is tasty, not plain like many other vegetarian places. Highly recommend!","1. The best pure vegetarian (without onion and garlic) varung in Bali!
2. Very difficult find tasty food in Bali, there are mostly plane - without any taste. In ""Maharani"" you will find tasty dishes;
3. Prices reasonable. One buffet plate (limited) - 35000 IDR."
ChIJtZxPRnUX0i0Ro64j4wIPEgk,Kebab My kitchen & Kopi dari hati gianyar ( Halal ),-8.534944,115.30697830000001,"Jl. Raya Semebaung, Bedulu, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80581, Indonesia",https://maps.google.com/?cid=653601400997260963,OPERATIONAL,+62 821-4494-5564,coffee_shop,"coffee_shop, cafe, store, restaurant, food",4.9,89,,Food taste really great nice place to take a bite not to far from ubut the portion are correct and the price are cheap really recommend passing by there,"Best shawarma I had in a long time. Prices are so cheap for the quality of the food.
Great coffee and plenty of flavors as well.
I’ll definitely come back ASAP !",Kopi avocado was absolutely delicious! I also recommend the chicken kebab. Good food at an affordable price.,Amazing place. You must go. great attention to customers 👏🏻👏🏻,Best place to eat on a budget close to ubud center
ChIJB82-V40X0i0R2p_OYzoIzLs,Kos Murah Bu Tunjung,-8.5380906,115.3107734,"F866+Q86, Bedulu, Blahbatuh, Gianyar Regency, Bali 80515, Indonesia",https://maps.google.com/?cid=13532200027217108954,OPERATIONAL,+62 831-1412-7935,hotel,"hotel, lodging",5,8,,,,,,
ChIJmYL3j0oX0i0RmoSFl1J0qi0,Kos Pak Sutama,-8.5353691,115.30542840000001,"F874+V53, Bedulu, Blahbatuh, Gianyar Regency, Bali 80581, Indonesia",https://maps.google.com/?cid=3290570375825818778,OPERATIONAL,+62 821-4642-5685,lodging,lodging,5,1,,,,,,
ChIJ-UsTYrwX0i0RjPPTOeCXxps,Warung Bakso Pak Ondo,-8.5363679,115.3105139,"F876+F62, Bedulu, Blahbatuh, Gianyar Regency, Bali 80515, Indonesia",https://maps.google.com/?cid=11224826110566200204,OPERATIONAL,+62 822-4703-8521,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.6,63,PRICE_LEVEL_INEXPENSIVE,"The meatballs and balung is really good, def a must try.  Especialy the ""Bakso Beranak""","Very clean, and peaceful",Serving a Javanese Famous Meat Ball with vegetable and crispy Krupuk..,So so.,Food on the corner...
ChIJQ-IbtDAW0i0RnW5Pr3T1s9s,Bakmie Hero,-8.534645099999999,115.30629400000001,"Jl. Raya Semebaung No.16, Bedulu, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80581, Indonesia",https://maps.google.com/?cid=15831266996643655325,OPERATIONAL,+62 813-3703-9913,restaurant,"restaurant, food",4.2,148,PRICE_LEVEL_MODERATE,"Small restaurants
With huge portion
Don’t waste your food
1 Meal maybe for 2 person
Very tasty food
They serve Chinese Food
Recommended Sweet & Sour Fish
Fuyung Hai

Affordable Price
Friendly Owner
But small parking area","It serves  a wide range of fusion Chinese and Indonesian food, especially for dinner or supper. It opens about 5pm. Although their delicious food, their place lacks of good ventilation. So, you have to prepare that your hair and dress will  be smoky smell.","Awesome dinner. You must taste the ""Gurame Asam Manis"". I think it's the best menu that served in here.",Best seafood in town,"Tasty yet affordable food 🧡
Love their Gurami Asam Manis and fried rice👌"
ChIJO3K917oX0i0RgSnHROJTlMY,Nana House,-8.5383049,115.3078848,"Bedulu, Blahbatuh, Gianyar Regency, Bali 80581, Indonesia",https://maps.google.com/?cid=14309154147344525697,OPERATIONAL,+62 878-9615-8591,private_guest_room,"private_guest_room, lodging",5,4,,,,,,
ChIJC-Aaa8AX0i0RGIPRw6LA-wQ,Kos Kadek Kariana,-8.5381018,115.31108080000001,"Bedulu, Blahbatuh, Gianyar Regency, Bali 80515, Indonesia",https://maps.google.com/?cid=359092400608609048,OPERATIONAL,+62 897-0868-761,private_guest_room,"private_guest_room, lodging",5,6,,,,,,
ChIJoTSitg0X0i0RT1vOWiNA5D0,Pisang Coklat Keju Men Ana,-8.5327048,115.31231,"Jl.wani I no.19, bitre, Kec. Gianyar, Kabupaten Gianyar, Bali 80515, Indonesia",https://maps.google.com/?cid=4459760051595139919,OPERATIONAL,,restaurant,"restaurant, food",4.6,17,,,,,,
