id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level,review 1,review 2,review 3,review 4,review 5
ChIJcQN-PCwJ0i0RZfZ7Q-2PNHA,Vincent's,-8.5105244,115.57332579999999,"Jalan Raya Candidasa, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali, Indonesia",https://maps.google.com/?cid=8085245480239101541,OPERATIONAL,+62 363 41368,restaurant,"restaurant, food",4.6,1032,PRICE_LEVEL_MODERATE,"Vincent restaurant in Karengasem five star experience.

Beautiful decor, very romantic with candles live piano and jazz music on select nights.

Friendly staff and delicious food. Vegetarian options.  Best restaurant in the area.

One advice for the restaurant owners is to supply cold towels for washing hands after a hot day.

~> If you like my review please press follow on my google profile.  If you are the owner and you’re responding to my review and saying thank you please thank me by following me on Google.
Thanks Sparks","Booked in for a romantic dinner and to enjoy the live music.
The food was amazing! Fantastic vegetarian options. Speedy service. Wait staff were very attentive. Music was also great. Very talented musicians.
We were seated at the very front of the restaurant, nearest to the road, lots of road noise and it was hot. Put a bit of a downer on our experience. My tip would be to specify that you want a table inside, in the back away from the road when you book.","There are no bad places on this strip but if you want the best then come here. Great food, great drinks, great vibe and great jazz night. Not your cheapest night out in Bali but you honestly won’t regret coming here. Special 🫶",The place is really nice and the menu offers unusual dishes. The food was okay. We liked the tempe ratatouille that was a fun way to fuse tempe and parmigiana di melanzane. The coconut dessert was also good.,"The place is very classy, nice atmosphere due to the jazz music, one of a kind in Candi dasa, although you can hear traffic noise from the busy road. We had vegan dishes there which were good and we also tried their desserts that are just mind-blowing! It's worth it to go there just for the desserts alone."
ChIJdX-qmSwJ0i0RylxXadeORzI,Puri Bagus Candidasa Resort,-8.513751899999999,115.5792242,"Jalan Raya Candidasa, Dusun, Jl. Samuh Desa, Sengkidu, Bugbug, Kabupaten Karangasem, Bali 80801, Indonesia",https://maps.google.com/?cid=3623021481079299274,OPERATIONAL,+62 363 41131,resort_hotel,"resort_hotel, wedding_venue, hotel, swimming_pool, event_venue, bar, lodging, sports_complex, spa, health, restaurant, food",4.6,756,,"I had a fantastic stay at Puri Bagus Candi Dasa. The Front Staff welcomed me with a warm smile, provided me with helpful information, and even gave me a welcome drink. The parking area was convenient and the room was incredibly spacious. I was lucky enough to have a villa with a beach front view which was stunning. The F&B staff were polite and knowledgeable about their products, and the Chef definitely deserves praise for the delicious food. The housekeeping team did an amazing job, with artfully placed towels on the bed upon arrival. The room was spotless, despite the challenging humid climate near the sea. This hotel truly is a hidden gem for those seeking a quiet place with 5-star service. Two thumbs up!","It was our first stay at the Puri Bagus and we were amazed at the size of the room! Very big! Beautiful view of the ocean too! Loved the outdoor bathroom. Every single staff member was very happy and kind. Perfect location, beautiful staff and would definitely recommend to anyone heading to Candi Dasa.","Puri Bagus is paradise, we have stayed here many times as it is our favourite place in Bali.  There is a huge and deep pool, as well as a children's pool.  The hotel is along a charming little road, so there is no traffic noises.  It's right on the ocean, with a beautiful view across to the Islands.  They have wonderful little hut's on the beach with a huge bed and pillows for relaxing.  The breakfast buffet is fabulous.  The rooms are spacious, light and very clean and comfortable.  The Manager Krisna and the staff make you feel welcome and are super helpful, and the grounds are lush and pretty.  The restaurant is also excellent.  Thank you Puri Bagus, we will be back.","I highly recommend this place to everyone. This resort has special charm. You will feel relaxed from the first step that you enter. All the staff here are very welcoming, attentive and helpful - something from their hearts that you could feel.

The location is right in front of the beach. You can rent a scooter to get around. Many restaurants and bars offer free pick-up and drop-off service.

Our first time at this gem but definitely not our last. Our room was spacious and clean. Breakfast was excellent too! Candidasa is super chill and relax. Puri Bagus Candidasa Hotel is the best choice to stay.","If you're looking for somewhere quiet, this hotel is the right choice. The staff is always friendly and excellent. The room is Balinese style with an open bathroom, and of course a great view of the ocean or lush tropical garden."
ChIJY_J9wy8J0i0R2OBoN2CKIBw,Hôtel Ganesh Lodge,-8.512957,115.57813499999999,"Jl. Puri Bagus, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80851, Indonesia",https://maps.google.com/?cid=2026771978167836888,OPERATIONAL,+62 819-4328-4846,hotel,"hotel, lodging",4.7,297,,Myself and my husband recently spent four nights at this resort and absolutely loved it. Our room was beautiful and we loved the treat of an outdoor shower such a relaxing and serene atmosphere. We had all our meals at the resort restaurant and could not fault the delicious food. The gardens are tranquil and beautiful.We just loved this place and we highly reccommend it to anyone thinking of going to Candi Dasa.,"Myself and my patented stayed here for 7 nights. When we arrived we were upgraded rooms and our bedroom over looked the pool, the bed was massive and so comfortable. The staff go above and beyond, such hard working beautiful people an absolute testament to the hotel. The pool is cold and refreshing. The food is fantastic!!! We ate breakfast lunch and dinner there practically everyday and never had a bad meal. We cannot recommend Ganesh Lodge enough. Thank you so much.","Stayed here 3 nights, amazing place with a pool. Stuff are amazing and always caring and helping. When we came first thing they send us to the room, without registration, and after that came to the room with a paper, which was very kind, because it was hot outside at noon time, and we just filled up the papers at room under AC - very thoughtful of the stuff. And there was a cold welcome drink! Food is amazing. Try fish of the day with tarragon and steak with Roquefort. Amazing! It’s a like little heaven. Perfect for someone who is into quite really enjoyable holidays
Btw, you can get a relaxing massage here for very attractive price","Great place to stay! We planned only 2 days, for jet lag chillout, but we decided to extend it to 4 days. The staff, the place, the food is exceptional and extremely helpful. This place is also convenient to see Lempuyang temple, water temple, water palace and virgin beach. If you have any questions or doubts, need a motorbike/scooter or any service, the staff will help you for sure.",We did not stay but went for dinner after reading the recommendations and left very disappointed food my husband and I got was very average the best thing we tried was one of our friend’s satays would no go back.
ChIJNy6NLy4J0i0RN_I6qgb5SzU,Hotel Genggong Bali,-8.5131784,115.5761938,"Jl.Puri Bagus, Candidasa, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80871, Indonesia",https://maps.google.com/?cid=3840436914284589623,OPERATIONAL,+62 363 4381005,hotel,"hotel, lodging",4.6,169,,"This is a lovely, small hotel perched over the beach lined with fishermen’s boats coming and going. Pool area and lawn great. Very serene place, we stayed a week. We chose to enjoy all our meals in the restaurant on premise. Food was very good, Indonesian and western, very fresh and prepared well. Lovely staff; attentive and warm; very clean and well kept. Our room on the floor had a fantastic, wide ocean view!  We loved our stay!","This place wasn’t for me. It was just not a 3 star and I had a shocking experience checking in. Nothing to do with money. I cycled on my bike for over 3 hours, was sweaty and just wanted to have a drink and shower. It took them SIX MINUTES to tell me I still had to pay beforehand. Money wasn’t the issue and I paid. I just wanted a shower! Now I could’ve taken that shower within SIX MINUTES. So I ask management to show some discretion. No, it was all about taking your money and running. Sure, gardens are lovely and you’re right on the beach. But the rooms need some repair. I think the whole outdoors feel makes people forget the tired rooms (see pictures). Plenty of better places to go. And for less money! And one right next door!! I didn’t eat the restaurant but you’ll find prices half the price on the Main Street. And you have to wait a minute for the water to get hot?? Are we living in the dark ages?? I notice management commented on what they want to comment on. Everything I have said is true and the pictures show the true extent of the place. That shower door should’ve been fixed before I arrived. And I bet it still hasn’t been fixed now. I’m still in town. Maybe I should check in to room 5 again to see if it’s been fixed…","I am amazed by this hidden gem!

It’s truly beautiful here! The price value is on point! The view is gorgeous, it’s clean, the staff is super friendly, the food at the restaurant is really good and it is quite here. You will not find many places in Bali, at the beach, super green and still so quiet.

I loved my stay and will come again! Thank you for the great time!","I recently had the pleasure of staying at a remarkable beachfront hotel, and I stayed in the beach front room. Let me start by saying that the views from my room were absolutely breathtaking. Waking up to the sight of the sparkling ocean was a dream come true.

The staff at this hotel were incredibly friendly and made me feel right at home. Their warm and welcoming attitude truly enhanced my stay. The restaurant, with its fantastic views, served delicious meals that satisfied both my taste buds and my desire for a stunning beachside backdrop.

I was also impressed by the impeccable maintenance of the hotel's gardens. The lush greenery added a touch of tranquility to the already serene surroundings. It was a pleasure to stroll through the well-kept paths and take in the natural beauty.

One of the highlights of my stay was the opportunity to snorkel right off the beach. Being able to explore the underwater world just steps away from my room was an incredible experience. Additionally, I took advantage of the option to hire a boat from the beach and embarked on an unforgettable snorkeling adventure to the nearby islands and blue lagoon. It was truly a magical excursion.

While my stay was undeniably wonderful, I believe there are a few improvements that could take this hotel to the next level and make it an even more luxurious destination. Firstly, I noticed that the hotel sign on the road seemed quite small and outdated. Upgrading this signage would better reflect the elegance of the hotel.

In addition, the bath towels in my room appeared a bit worn and frayed. Replacing them with fresh, high-quality towels would add a touch of luxury to the overall experience, ensuring that every aspect of the stay feels top-notch.

Lastly, the long and dusty driveway could benefit from some enhancements. Adding some landscaping would create a more polished and upscale arrival experience.

These suggestions are simply meant to enhance an already exceptional hotel. Overall, I had a truly wonderful stay and I hope that the management will consider these ideas to further elevate the hotel's status and provide an even more luxurious experience for future guests.

I highly recommend stay at this hotel 🏨","Colleen H

First arriving front desk was friendly
and helpful. Went to our room it had
amazing Ocean views. Room was good size and clean. Position just great with
the lovely beach in front. The hotel was small enough that all staff new you by your first name. The manager Aldo,went out of way to say hello and to make sure you were enjoying your stay.  Breakfast and dinner outstanding.Thànks for most enjoyable vacation. We'll be back."
ChIJc4qWPy4J0i0RzUxoSFMbuac,Bali Seascape Beach Club,-8.5129178,115.57545160000001,"Jl. Puri Bagus Candidasa, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali 80851, Indonesia",https://maps.google.com/?cid=12085721119536467149,OPERATIONAL,+62 363 41829,resort_hotel,"resort_hotel, hotel, lodging",4.2,269,,Staff is very friendly. Snorkeling good even in front of the hotel. Bottom rooms at the pool is the best. We win at the restaurant is very friendly actually all the staff are friendly and professionsal. They go out of their way to help.,"We stayed for two nights and had such an amazing time. A beautiful hotel with great facilities, views and incredibly friendly staff, especially Yos! Thank you so much for making us feel at home, we will be back!",Just another stunning resort in Candidasa.. the jewel of Bali. Sit back and relax or go exploring there's lots to do and it's so close to Sanur,"Cozy resort with scenic view of the beach. You can watch beautiful sunset from the beach or even from your own balcony. Dining at the restaurant is pleasant with cool breeze from the sea.

Staff are helpful in recommending places to go. Resort is not too far away from the main road and easy to move around to explore nearby places and eateries.

We experienced Bali hospitality from their front desk staff who even took initiative to notice my husband's birthday and got him a surprise cake to celebrate for him. We were delighted and touched by their thoughtfulness :)","A tranquil place to chill and relax. Staff are super friendly, personal and helpful.

Although the room is smaller than expected, it is clean and comfortable. Room furnishing is simple but gives a good Balinese feel. Room fully air-conditioned, with an operational overhead fan.

There is a small beach in front of the beach club during low tide. Clean sandy beach, with no rubbish seen during my trip there.The water is  clean and clear.

Recommended for those who wanted peace and quiet, or just to laze around. The wind was nice and cool when I was there."
ChIJ6aV3yy8J0i0RrM34qi-99Ns,Puri Oka Beach Bungalows,-8.513492399999999,115.57708029999999,"Jln Puri Bagus Candidasa, Jl. Samuh Jl. Raya Bugbug, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80861, Indonesia",https://maps.google.com/?cid=15849501001053162924,OPERATIONAL,+62 363 41092,,lodging,4.3,190,,"What a Hidden Gem!
What an amazing little hotel/bungalows on the beach front. I was so surprised with the menu that caters for everyone and bloody good food.
The bungalows were clean and super comfortable with great air con.
The swimming beach out front was crystal clear and full of see life. We must have seen 10 turtles. So much to do and see close by.
We really got the authentic Bali feels at this place. Cannot recommend it highly enough.
Bloody Gem 💎","Loving it here. A 10 minute walk to the main street, but for the peace and quiet, and ocean view, it is well worth it.
I had a sore eye today, and management kindly ran me down to the pharmacy. Very kind.
Restaurant staff are lovely. I love that I get to eat so much fruit at breakfast. And the juices are divine.","When I came to the facility, at first everything seemed perfect. Entering the sea just a few meters from the room, breathtaking view. Ladies from restaurant were adorable. But unfortunately that was the only good thing. Since you sleep with other people room to room, you can hear absolutely everything that happens around hotel. People sit outside at 6 in the morning and play with children, while you sleep, and the hotel staff obviously did not think to ask the guests to be quiet, considering that they are not the only ones in the hotel. The food in is 5/10, edible, but that's the least of the problems. I got food poisoning here, and it must have been their food because I only ate at the hotel. I wash my teeth with bottled water so that was not an issue as well. Two days of stomach cramps and painful trips to the toilet, which really ruins the vacation and turns it into hell. After I informed the staff about the food poisoning, they looked at me strangely and assured me that this had never happened to them, even though I read later on the reviews that it had. They looked at me as if I was lying about being poisoned. They made me pay everything I ate, and blamed me that I’ve touched something outside of hotel and that because of it I got sick. Really unprofessional, specially because we are talking about 23€ bill.","Relaxing bungalow with all necessary, nice design outside shower as an addition to the regular one. Beautiful garden around and pool, and location right on the seafront. Staff in restaurant very attentive, we felt like at home.","Puri Oka is a slice of Heavan in Paradise its relaxing atmosphere and beautiful staff and surroundings made for a beautifully relaxing break from the hustle and bustle of life.. A dreamy spot situated on the water in Candidassa with views of the ocean, private beach with very authentic beautifully appointed Balinese style decor and a relaxing feeling of home away from home.. I cannot recommend Puri Oka highly enough.. the staff were so welcoming and wonderful I am feeling very relaxed, some highlights include,  swimming with turtles just off the back wall, eating the delicious food prepared by the team and experiencing the real beauty of Bali! Close to live music venues and a leisurely walk to the shops I definitely will be back and will be bringing my family and friends! 10/10"
ChIJCQ7aCi4J0i0Rhko0NyDgXO8,Discovery Candidasa Cottages & Villas,-8.5114895,115.5748928,"Jl. Puri Bagus No.06, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80851, Indonesia",https://maps.google.com/?cid=17247907101891906182,OPERATIONAL,+62 363 41145,hotel,"hotel, lodging",4.5,154,,"Beautiful spot on the ocean front, with views across to Nusa Penida.  Rooms are spacious, comfortable and super clean with all you could need.  A short walk, or scooter ride, to all the shops and restaurants in Candidasa.  Nothing to fault and highly recommended!  Thank you! 😊","Such a wonderful place, looks like a bit different flavour of the Candidasa area. Breathtaking ocean views, impeccable service, pristine cleanliness, and modern villas make it a perfect retreat. The inviting pool adds an extra touch of luxury to this tropical paradise.","Very nice hotel with friendly staff. Food is affordable and tasty. Pizza is freshly made. The pool is rather small, but since you can swim in the ocean it is not big of a deal. The cottages are spacious and tidy. The center of Candidasa is only 3 minutes walking from the hotel where you can find some local bars and shops.","It was a beautiful resort and maybe if I had stayed longer, I would have enjoyed it more. They had a lovely pool that overlooked the sea. I found the aircon wasn't really cooling down the room. I always found black crumbs on my bed after it was made in room service. Breakfast was average.",We love this place. The service was superb. We stayed for 3days in a 3bedroom villa. It was clean and very big. There is a kitchen area and private swimming pool. Baby friendly place too. There are several tourist attractions like virgin beach and desa tenganan. Overall we love love this hotel.
ChIJJcxifA0H0i0REmllup-KAaw,D'Tunjung Resort & Spa,-8.5121323,115.5731065,"Jl. Raya Candidasa, Desa Bug-bug, Banjar Jl. Samuh, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali, Indonesia",https://maps.google.com/?cid=12394340068131957010,OPERATIONAL,+62 363 41999,hotel,"hotel, resort_hotel, lodging",4.1,235,,"A hidden gem... beachfront bungalows... plenty of green space and simple accomodations... nothing flash, just great value.

Low expectations allows up to fully enjoy the quiet ideal location. I'll be back....","The room was good enough and I like the traditional concept. Unfortunately, there were not enough lamps at the outside of the room, making it dark at night. The wifi didn't reach all of the rooms properly. The receptionist was often empty so it's quite hard if we had any additional needs.","Such a nice hotel. Decorated with Balinese old style. The bungalows are very nice and with a lot of privacy. Good AC and clean.

The garden is beautiful and the views just perfect. The infinity pool is a place to relax.

We don’t give 5 stars because we have a bad encounter with the cleaning ladies. We were chilling in the pool and miss the 12 pm checkout for a bit, even though we were ready. We came back, took our stuff and they wanted to charge us 250kr more. With no prior notice or anything. True that we “miss” the check out, but we haven’t even got a bill or anything that confirmed check out at that hour just a simple conversation when booking the room the previous night.","Unadorned rooms, slightly worn, do not diminish the magic of this resort. This is one of my favorite resorts in Bali.","Actually, it's a resort with a good location and a pleasant view, excellent service. Unfortunately, the management is not that great, and the maintenance of the toilets is poor. They're wobbly and leak, and the water in the shower is inconsistent. It seems like the owner doesn't prioritize the hotel's reputation. Hopefully, it gets better in the future."
ChIJlYcH2y0J0i0RD1Q58FMIlpM,Alam Candi Resort,-8.512241,115.57347399999998,"Candidasa, Jl. Raya Candidasa, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali 80811, Indonesia",https://maps.google.com/?cid=10634696726687601679,OPERATIONAL,+62 363 4381343,hotel,"hotel, lodging",4.5,76,,"Great value and relaxing resort right on the coast. Friendly staff and amazing service. Restaurant at the hotel is a bit pricy compared to other options nearby but very delicious. Comfortable bed, clean room and bathroom.","We love this peaceful and enchanting resort.  Quiet and idyllic with the friendliest staff. Well done team,  you are doing great.  Keep it up as your resort has improved so much.
The chef's create and prepare amazing dishes.  Love the home made chicken burger and the calamari rings Excellent.","It is good as to compare the competitor surrounding.. but it an old concept of resort although good maintained but it is timely aged bungalow type with no TV in the room.... practically just bed to sleep.
As to compare with the current accomodation with advance technology and entertainment necessity .. this is outdated and so the price is felt pricy...
As to those who are looking a back to basic old time accomodation.. this could happily settled.","We spent two nights at Alam Candi and loved the place. Very quiet, quaint and cozy hotel with nice decor. Welcoming if tight room with huge Balinese open roof bathroom, hot water with high pressure, big stone-built bath tub with shower. Very comfortable mattress, mini fridge, safe. Exceptionally professional and friendly staff with special mention for resort manager Leon: helpful and willing to go the extra mile no matter how awkward and ill-timed our requests, a real ace and the kindest guy - big thank you!","Very nice small boutique hotel; I enjoyed my one-night stay here.  The rooms feel a bit as if they've been recently renovated/upgraded.  They bring a welcome drink, staff are attentive, the rooms have lovely amenities and comfortable beds (and are very high-ceilinged, so feel spacious!).  The restaurant is on the waterside with views of the outlying islands, food is good, and they play nice jazz in the background at dusk and into the night.  Pool is fine, nothing special.  They have a small massage/spa facility on site which looked quite cute."
ChIJKd1-MiwJ0i0R1ifAV0L7RtY,Rama Shinta Hotel & Restaurant,-8.5115303,115.572885,"Jl. Raya Candidasa, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali, Indonesia",https://maps.google.com/?cid=15440304634844948438,OPERATIONAL,+62 363 41778,hotel,"hotel, lodging",4.4,211,,"Amazing staff! So accommodating. We purchased a large fish from fisherman and the staff cooked it up for us. Beautiful peaceful spot. Great boat trip with snorkeling. Very relaxed! Second stay here 5 years apart! Very consistent, clean, tidy and a great place to stay! 10/10","I disagree with anyone who says this place is quiet. The road noise is constant and disrupts the peace. I stayed at Rama
Shinta and Dtunung Resort next door. Comparing the 2- I had a room at Shinta and a Bungalow at Dtunung. Rama Shinta is 682,344/night and Dtunung is 400,000. Dtunung is a bit further from the main road, and has the surf added as white noise. Dtunung has better access to the beach. Rama's grounds are better maintained. Rama Shinta is more compact with the rooms surrounding the pool. Dtunung is larger and the bungalows are further from the pool. Neither has very good wifi.  Room size is bigger at Dtunung and there is an outdoor bathtub. Rama Shinta is decorated, while Dtunung is bare. A painting or 2 and a couple throw pillows would definitely add to Dtunung's appeal. I suggest you review both hotels and form your own opinion.","What a beautiful spot to take in the view sipping cocktails and having yummy food. We didn't stay here, but will definitely try it on our next visit.","Would Highly recommend. A great location although you need to travel to get to the best beaches. Our room was perfect, staff were so helpful & friendly, and the manager was so accommodating. We had to extend our stay by one day & it was no problem. Helped us get moped and great value transfer to the airport.","The hotel was beautifully located next to the lotus pond, with a 2 minute stroll to the main street. There is a rocky beach so not suitable for swimming, with not much walking area near the beach that we could find. There are some cafes and convenience stores nearby on the main street but it was noisy and quite a busy road.
Our room was well decorated with a beautiful bathroom area. The room was a little small with no tv. There was a jug of water supplied which we could get refilled at the restaurant.
The breakfast was a set menu. We had to pay extra if we wanted sausage or bacon added.
The pool was quite small but was quite central to all rooms with a few  well placed lounges."
