id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJpe5hQz4-0i0RvsbXvzbr9Ds,Bali Zoo,-8.5916783,115.26565219999999,"Jl. Raya Singapadu, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=4320336562934499006,OPERATIONAL,+62 878-8020-0200,zoo,"zoo, tourist_attraction, park",4.4,18829,
ChIJK8ezxyo_0i0Rcn11A0Fdd4U,Tlaga Singha Bali,-8.591638,115.26769999999999,"Jl. Raya Singapadu, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=9617258063085272434,OPERATIONAL,+62 822-6007-0072,restaurant,"restaurant, food",4.6,1080,PRICE_LEVEL_MODERATE
ChIJWyJIYj4-0i0R9p0XDFis3sM,Sanctoo Suites & Villas,-8.5890583,115.2651037,"Jalan Ulun Suwi II, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=14113907776385687030,OPERATIONAL,+62 361 4711222,,lodging,4.6,949,
ChIJb104ADs-0i0R2eiHd55jDCk,Celuk Swing & Luwak Coffee,-8.5933333,115.2691667,"Jl. Jaga Raga No.40, Celuk, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=2957848587536951513,OPERATIONAL,+62 811-3998-919,cafe,"cafe, food",4.4,1004,
ChIJYXhWbho_0i0RpUPks12Rl0M,YANYAN RESORT UBUD,-8.587774099999999,115.268152,"Br. Penida, Jl. Raya Negara, Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=4870521353660548005,OPERATIONAL,+62 361 8401084,resort_hotel,"resort_hotel, hotel, lodging",4.8,193,
ChIJK_LWlT0-0i0RxZiSuXvk8yM,Mammoth Art Gallery And Wood Carving,-8.586919,115.26792200000001,"Jl. Raya Negara No.202, Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=2590665430713669829,OPERATIONAL,+62 813-1239-3939,art_gallery,art_gallery,4.3,314,
ChIJjb-Jhj4-0i0RUDo6v612jO0,The Cassowary Restaurant,-8.5892649,115.26470169999997,"Jalan Ulun Suwi II, Singapadu, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=17117186772338096720,OPERATIONAL,+62 361 4711222,restaurant,"restaurant, food",4.3,37,
ChIJ--8Z4W8_0i0RBFnZtR7tRbs,Central Food Village,-8.5900283,115.2653969,"C758+X66, Jl. Raya Singapadu, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=13494452574641281284,OPERATIONAL,+62 61 294357,restaurant,"restaurant, food",4.6,146,
ChIJae_qRsk_0i0RiaKy94KpOb4,Beng beng waterfall,-8.588642499999999,115.2712356,"C76C+GFX, Jl. Uma Aya, Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=13707173320845337225,OPERATIONAL,,tourist_attraction,tourist_attraction,1.5,2,
ChIJZVR6EVY_0i0RAL0qrWElLR4,Traditional Balinese House,-8.5871981,115.26821149999999,"C779+47G, Batuan, Sukawati, Gianyar Regency, Bali, Indonesia",https://maps.google.com/?cid=2174435296537132288,OPERATIONAL,,tourist_attraction,tourist_attraction,4.6,67,
