id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJiwGElGty0i0RmpjI3Tt9dQc,Semabu Hills Hotel Nusa Penida,-8.6878799,115.4928259,"Jl. Raya Toya Pakeh - Ped, Dusun Sebunibus, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://maps.google.com/?cid=537473426618095770,OPERATIONAL,+62 361 6204400,hotel,"hotel, lodging, restaurant, food",4.3,703,
ChIJsVUwFspz0i0R0RFiCyhU4Rg,Hostel Bukit Sangcure,-8.6876946,115.4900555,"Jl. Raya Toya Pakeh - Ped, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://maps.google.com/?cid=1792806657636569553,OPERATIONAL,+62 857-3805-1600,hotel,"hotel, lodging",4.8,124,
ChIJvVHiAxNy0i0RImkv1Z92wLg,Wait Garden Cottage,-8.6937222,115.48873189999999,"Jl. Tanjung Akuh No.1, Sebunibus, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://maps.google.com/?cid=13312770927355717922,OPERATIONAL,+62 813-3855-2747,hotel,"hotel, lodging",4.7,302,
ChIJOzlqv3Ry0i0R_kpJ24_Ecac,Warung Jungle,-8.6940244,115.4893081,"Sakti, 8F4Q+9PV, Nusapenida, Sakti, Klungkung, Kabupaten Klungkung, Bali 80771, Indonesia",https://maps.google.com/?cid=12065640998840650494,OPERATIONAL,+62 822-3633-3209,seafood_restaurant,"seafood_restaurant, restaurant, food",4.3,762,PRICE_LEVEL_MODERATE
ChIJo3pkPL9z0i0RLkjOI-N-Lvg,Ambengan Private Villa,-8.6907079,115.49071889999999,"Unnamed Road, 8F5R+P79, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://maps.google.com/?cid=17883370684358215726,OPERATIONAL,+62 819-3309-9691,lodging,lodging,4.8,11,
ChIJdcAPy3lz0i0RiZ2eTG7gyng,Kamasan Cottage,-8.6904229,115.48853450000001,"8F5Q+RCM, Jl. Raya Toya Pakeh - Ped, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://maps.google.com/?cid=8704015994183392649,OPERATIONAL,+62 813-3743-8115,hotel,"hotel, lodging",4.8,71,
ChIJh33lFrhz0i0RZ3D-WobOiAg,Warung Tu Pande,-8.6914457,115.4884987,"Sakti, Nusa Penida, Klungkung Regency, Bali 80771, Indonesia",https://maps.google.com/?cid=614968425583636583,OPERATIONAL,+62 852-3808-2184,restaurant,"restaurant, food",4.5,240,
ChIJs_SaoGJz0i0RbzIwRMouxXA,Warung Warisan,-8.6888125,115.48843749999999,"Sakti, Nusa Penida, Klungkung Regency, Bali 80771, Indonesia",https://maps.google.com/?cid=8125952548922208879,OPERATIONAL,,restaurant,"restaurant, food",4.9,158,
ChIJhb2o0yBz0i0RkexVQgco41I,Star Semabu Resort,-8.6882278,115.48894310000001,"Nusa Penida, Banjar Sebunibus, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://maps.google.com/?cid=5972661542466219153,OPERATIONAL,+62 361 6204422,hotel,"hotel, lodging",4.2,120,
ChIJL48CU35z0i0Rss7i1hcPNt4,Grand Yuna Hotel,-8.6890666,115.48857319999999,"Jl. Raya Toya Pakeh - Ped, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://maps.google.com/?cid=16012002120226229938,OPERATIONAL,+62 812-3712-2321,hotel,"hotel, lodging",4.9,40,
