id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJT8nf5wMZ0i0RNhbMzp64_X4,Yoga Lokanata Ashram,-8.451685,115.34394250000001,"Jl. Giri Kusuma, Demulih, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=9150673010100540982,OPERATIONAL,,guest_house,"guest_house, lodging",4.4,9,
ChIJDa6LBPwZ0i0Rq6g8r73m5P8,Perum Cipta Pesona I,-8.4472231,115.3448257,"Jl. Kesumayudha No.8, Susut, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=18439116476724848811,OPERATIONAL,,lodging,lodging,4.2,5,
ChIJySfTJXIZ0i0RR1q2yj9T9C8,ACK Susut,-8.445186999999999,115.343166,"H83V+W7F, Jl. Kesumayudha, Susut, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=3455478347549006407,OPERATIONAL,,restaurant,"restaurant, food",4.6,28,
ChIJzXr-sUIZ0i0Rr0OweHCfxp8,Balai Banjar lebah,-8.4484526,115.3397264,"H82Q+JV9 Br lebah, Susut, Kec. Susut, Kabupaten Bangli, Bali, Indonesia",https://maps.google.com/?cid=11513064802829222831,OPERATIONAL,,historical_landmark,historical_landmark,,,
ChIJ666oT64Z0i0Re4q0wuYE0RA,Pondok Jero Gede Gondelan,-8.4478584,115.33945750000001,"H82Q+VQ4, Susut, Bangli Regency, Bali 80661, Indonesia",https://maps.google.com/?cid=1211755163894975099,OPERATIONAL,+62 812-4629-6588,,lodging,4.4,9,
ChIJp4dAHy0Z0i0R7m9yhSsFmKA,UMAH NYANYAH UMKM CV. KOPI ARTISAN,-8.4502249,115.3452679,"Jl. Putra Yuda, Susut, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=11572004927009091566,OPERATIONAL,+62 815-5883-4676,coffee_shop,"coffee_shop, cafe, food, store",5,1,
ChIJQZ2im6UZ0i0Rwc0WmX8ogUU,WARUNG BAKSO BU DAYU,-8.4463869,115.3439549,"H83V+CHW, Jl. Kesumayudha, Susut, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=5008328789107068353,OPERATIONAL,+62 812-3541-8800,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.3,52,
ChIJnaKCrEUZ0i0RvXQ7HxBKJlc,Subak Empelan Demulih,-8.4478995,115.33687859999998,"H82P+RQR, Banjar, Demulih, Kec. Susut, Kabupaten Bangli, Bali, Indonesia",https://maps.google.com/?cid=6279788163518657725,OPERATIONAL,,tourist_attraction,tourist_attraction,,,
ChIJNV4QF6EZ0i0RXeBAc6K12NU,Kedai Didho,-8.4481324,115.3446391,"Jl. Kesumayudha No.8, Susut, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=15409265834371113053,OPERATIONAL,,cafe,"cafe, food",4.4,7,
ChIJJ0zX6DYZ0i0RXoS-M1juWPc,Alit Sutriandari,-8.445997499999999,115.3416303,"Jl. Kesumayudha No.11, Susut, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=17823257587911394398,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",,,
ChIJH9gfc68Z0i0RBeWS7fXDISM,Opank Place,-8.446452599999999,115.3415983,"H83R+CJ9, Sulahan, Susut, Bangli Regency, Bali 80661, Indonesia",https://maps.google.com/?cid=2531519926579160325,CLOSED_TEMPORARILY,,lodging,lodging,3.7,3,
ChIJ5bfkujgZ0i0Ro6wLPMhRdT0,Ngurah agung penatahan,-8.4459897,115.34189289999998,"H83R+JQ2, Jl. Kesumayudha, Susut, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=4428535729031457955,OPERATIONAL,+62 813-3736-9263,lodging,lodging,3,2,
ChIJk8bnn68Z0i0RCssy27aDpuc,Warung Ibu Tut,-8.4469757,115.3416238,"Susut, Bangli Regency, Bali, Indonesia",https://maps.google.com/?cid=16692173890280147722,OPERATIONAL,,restaurant,"restaurant, food",,,
ChIJNdGSMQAZ0i0Rd9Pqfx14c_E,Rumah guz darma,-8.4466986,115.34178229999999,"Br, H83R+8PF, penatahan, Kec. Susut, Kabupaten Bangli, Bali, Indonesia",https://maps.google.com/?cid=17398381853557838711,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",,,
ChIJtXoFEk8Z0i0ROWyTxjDYEuY,Saren Kangin Penatahan,-8.4455469,115.34310430000001,"H83V+Q6Q, Susut, Bangli Regency, Bali 80661, Indonesia",https://maps.google.com/?cid=16578550882305797177,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",5,2,
ChIJ9wv9mqUZ0i0Ry2jkYfzJ-dk,Warung Sinak Mesari,-8.446304699999999,115.34391009999999,"Susut, Bangli Regency, Bali, Indonesia",https://maps.google.com/?cid=15706807261242616011,OPERATIONAL,,restaurant,"restaurant, food",,,
ChIJXzjmSr0Z0i0RcoE9w5nxMCM,Eka,-8.449571299999999,115.33656239999999,"Unnamed Road, H82P+5JF, Susut, Kec. Susut, Kabupaten Bangli, Bali 80661, Indonesia",https://maps.google.com/?cid=2535792232917467506,CLOSED_TEMPORARILY,,lodging,lodging,,,
