id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJtUiH2nwh0i0RrwdjeU6risI,Campuhan Hilltop Bungalow,-8.403445,115.221875,"Banjar Sekarmuti, Desa Pangsan, Kecamatan Petang, Pangsan, Kec. Petang, Kabupaten Badung, Bali 80353, Indonesia",https://maps.google.com/?cid=14018205143676422063,OPERATIONAL,+62 812-3985-918,guest_house,"guest_house, lodging",5,13,
ChIJR_lHSO0h0i0RUjq6L6uvytQ,Babi Guling Windu Restu,-8.3976299,115.2217054,"J63C+896, Petang, Badung Regency, Bali 80353, Indonesia",https://maps.google.com/?cid=15333261031111277138,OPERATIONAL,+62 852-3878-5646,restaurant,"restaurant, food",5,3,
ChIJCcCw_moh0i0RTkZClmpjQWM,Pondok of majafam,-8.402998,115.22593039999998,"H6WG+R93, Pangsan, Petang, Badung Regency, Bali 80353, Indonesia",https://maps.google.com/?cid=7152106992679667278,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",,,
ChIJBd6Lw3wh0i0RMntIEjM74MI,Rumaada Pondok Lestari Susutan Bali,-8.4036875,115.22556250000001,"Pangsan, Petang, Badung Regency, Bali 80353, Indonesia",https://maps.google.com/?cid=14042288728677317426,OPERATIONAL,+62 812-4676-7850,,lodging,5,4,
ChIJQ_uvyq0h0i0RsOjHKt1JJhI,Pondok Kak Mur (Raris Basta Innovation),-8.4021151,115.22499959999999,"Jln. Sriwijaya No.Br, Pundung, Pangsan, Kec. Petang, Kabupaten Badung, Bali 80353, Indonesia",https://maps.google.com/?cid=1307813956052052144,OPERATIONAL,,cottage,"cottage, lodging",5,1,
ChIJ6X4CDmMh0i0RmdgT2fwqzR4,Kucrut pondok lestari susutan,-8.4028683,115.2254559,"H6WG+V54, Pangsan, Petang, Badung Regency, Bali 80353, Indonesia",https://maps.google.com/?cid=2219477456825604249,OPERATIONAL,+62 887-3174-448,lodging,lodging,5,3,
ChIJy21gljgh0i0RlZdD9C_WqHA,Pondok Putu Elvan,-8.4034856,115.22415679999999,"H6WF+Q7F, Pangsan, Petang, Badung Regency, Bali 80353, Indonesia",https://maps.google.com/?cid=8117973829785196437,OPERATIONAL,,,lodging,5,1,
ChIJH4pnp5Eh0i0RkLJp6nL3MDE,pondok kak ranci,-8.4012619,115.22446620000001,"jln sriwija susutan sekarmukti, H6XF+FQW, Pangsan, Kec. Petang, Kabupaten Badung, Bali, Indonesia",https://maps.google.com/?cid=3544604979671708304,OPERATIONAL,,,lodging,,,
ChIJZ6BzYTgh0i0R5U4KVHbPyIk,pondok kak unyil,-8.4009366,115.2245872,"H6XF+JRG, susutan brsekarmukti, Pangsan, Kec. Petang, Kabupaten Badung, Bali, Indonesia",https://maps.google.com/?cid=9928413485661310693,OPERATIONAL,,,lodging,,,
ChIJXWA54aoh0i0RICyZhSH-7WU,MANGKU YASA FAMILY,-8.40333,115.2255797,"H6WG+M87, Pangsan, Petang, Badung Regency, Bali 80353, Indonesia",https://maps.google.com/?cid=7344805987239930912,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",,,
ChIJd7Wf0GMh0i0RratKx7TNMLo,Mie Obonk Petang,-8.4043231,115.21903139999999,"Jl. I.GST. NGR Rai No.16, Pangsan, Kec. Petang, Kabupaten Badung, Bali 80353, Indonesia",https://maps.google.com/?cid=13416449466258074541,OPERATIONAL,+62 821-4657-0190,restaurant,"restaurant, food",4.3,25,
