id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJlYqc060b0i0RZZFa02Zs-oQ,MAGIC HILLS BALI Magical Eco-Luxury Lodge,-8.4237887,115.4585886,"Banjar Dinas Padangaji Kawan, Desa Padangaji, Kedesaan, Pering Sari, Kec. Selat, Kabupaten Karangasem, Bali 80862, Indonesia",https://maps.google.com/?cid=9582090346072543589,OPERATIONAL,+62 812-4644-4223,lodging,lodging,4.9,172,
ChIJK_pHBIEb0i0Rkd_dhT1lcYI,Makertibali,-8.4233666,115.45850159999998,"Padangaji, Pering Sari, Kec. Selat, Kabupaten Karangasem, Bali 80862, Indonesia",https://maps.google.com/?cid=9399405212212256657,OPERATIONAL,+62 878-6670-3412,hotel,"hotel, lodging",4.8,8,
ChIJd3v-JFkb0i0R7j8d4l-AV48,Warung Unuh,-8.4285047,115.4560463,"HFC4+HCV, Muncan, Selat, Karangasem Regency, Bali 80862, Indonesia",https://maps.google.com/?cid=10328865419701338094,OPERATIONAL,+62 823-3969-4169,restaurant,"restaurant, food",4.2,20,
ChIJmX4zLCsb0i0RTZyo7xYM170,Jln raya muncan,-8.428580799999999,115.4559634,"HFC4+HCV, Muncan, Selat, Karangasem Regency, Bali 80862, Indonesia",https://maps.google.com/?cid=13679415685810789453,OPERATIONAL,,breakfast_restaurant,"breakfast_restaurant, restaurant, food",5,1,
ChIJPXi7kMob0i0R2_tO8vgNfqk,Sumaya Dining by Magic Hills Bali,-8.4236913,115.45843670000001,"Padangaji, Banjar Dinas Padangaji, Gang Sandat No.Desa, Pering Sari, Kec. Selat, Kabupaten Karangasem, Bali, Indonesia",https://maps.google.com/?cid=12213214602343676891,OPERATIONAL,+62 812-4644-4223,restaurant,"restaurant, food",5,50,
ChIJe_NIOyEb0i0RNQ0j_iFeMnY,Warung Kangkung Mbok Dayu,-8.422691,115.45371209999999,"HFG3+WFG, Muncan, Selat, Karangasem Regency, Bali 80862, Indonesia",https://maps.google.com/?cid=8516973345401670965,OPERATIONAL,,restaurant,"restaurant, food",4.1,18,
ChIJRYPxZAAb0i0RW9PX5rZ5S0w,Warung Toya Petung,-8.4228008,115.45509709999999,"HFG4+V2H, Muncan, Selat, Karangasem Regency, Bali, Indonesia",https://maps.google.com/?cid=5497621596599735131,OPERATIONAL,+62 821-7963-6890,indonesian_restaurant,"indonesian_restaurant, restaurant, food",5,1,
ChIJYVX_fR4b0i0R81HoR9dS7Kk,bali 410,-8.4275795,115.4527262,"HFC3+X39, Jl. Raya Muncan, Muncan, Kec. Selat, Kabupaten Karangasem, Bali 80862, Indonesia",https://maps.google.com/?cid=12244252571491389939,OPERATIONAL,,restaurant,"restaurant, food",,,
ChIJ1fvvxdAb0i0RLeY93EhUdEg,Warung Kangkung Sanjani,-8.4228576,115.45211839999999,"HFG2+VR5, Muncan, Selat, Karangasem Regency, Bali, Indonesia",https://maps.google.com/?cid=5220890539938670125,OPERATIONAL,,brunch_restaurant,"brunch_restaurant, restaurant, food",,,
ChIJD_M73Dgb0i0RttK7Lz2ivLY,Warung Bakso Bu Jero,-8.4222928,115.45724639999999,"Unnamed Road, HFH4+3VQ, Muncan, Kec. Selat, Kabupaten Karangasem, Bali 80862, Indonesia",https://maps.google.com/?cid=13167577794202030774,OPERATIONAL,,indonesian_restaurant,"indonesian_restaurant, restaurant, food",,,
ChIJgz2uJ2gb0i0RkdY7SCE6Ktk,Warung Tuak Pak Camat,-8.421573799999999,115.4522296,"HFH2+9VH, Muncan, Selat, Karangasem Regency, Bali 80862, Indonesia",https://maps.google.com/?cid=15648383769872422545,OPERATIONAL,,bar,bar,5,1,
