id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJdeqqMjQ-0i0Rp7gXC-z_Y30,Barong Dance Putra Barong,-8.6018134,115.2630548,"Jl. Raya Celuk, Batubulan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=9035346666698815655,OPERATIONAL,+62 878-6118-0605,tourist_attraction,tourist_attraction,4.6,1915,
ChIJY5kpLPM_0i0R4APfIwjFXO8,Semadi Living,-8.6001122,115.2644845,"Jl. Delod Puri, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=17247877311674385376,OPERATIONAL,+62 878-6445-0871,,"guest_house, lodging, jewelry_store, store",5,29,
ChIJedKmqmQ_0i0RNtFZNksQ0EU,Food - Ildar Gastro Bakery - Cafe,-8.599893999999999,115.26794399999999,"Jl. Raya Celuk No.#67, Celuk, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=5030538698993291574,OPERATIONAL,+62 822-4718-1295,bakery,"bakery, coffee_shop, cafe, wholesaler, restaurant, food, store",4.7,62,
ChIJff2vcjs_0i0Rc51Luoup2W0,Dimsum GM (Gerobak Merah),-8.6002121,115.26679689999999,"97W3+87F, Jl. Raya Celuk, Celuk, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=7915544237671423347,OPERATIONAL,+62 857-3807-2106,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4,3,
ChIJLXQltNg_0i0R_8h3gzYRMI0,LAWAR KUWIR 99,-8.5943051,115.26398359999999,"Jl. Delod Puri No.9, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=10173650484061522175,OPERATIONAL,+62 822-4712-5119,restaurant,"restaurant, food",4.8,85,
ChIJ_ePj-zw_0i0Rn7eb_DOF4sE,Kantin Koe,-8.6016019,115.26307810000002,"Jl. Raya Celuk, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=13970875452384589727,OPERATIONAL,+62 857-9205-3103,restaurant,"restaurant, food",4.8,69,
ChIJDeFLTTE-0i0Rr3EziMf-CS8,SEMADI Gold n Silver,-8.6008284,115.2650432,"97X8+M27, Jl. Raya Celuk, Singapadu, gianyar, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=3389520327510028719,OPERATIONAL,+62 361 298140,art_gallery,"art_gallery, store",4.9,18,
ChIJuVfonTY-0i0RrPvnsCm00ng,Dewi Sitha Jewelry,-8.601061999999999,115.26416449999999,"Jl. Raya Celuk No.45x, Singapadu, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=8706219120815242156,OPERATIONAL,+62 361 298093,jewelry_store,"art_gallery, jewelry_store, store",4.2,11,
ChIJ5dC2XDE-0i0RPorT4-yVlAs,Mie Ayam Rock n Roll Celuk,-8.6003612,115.2671611,"Jl. Raya Celuk, Celuk, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=834456675637496382,OPERATIONAL,+62 878-4646-3504,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.9,14,
ChIJecan7u0_0i0RuWikDWwnFOQ,Tami Kost,-8.5958294,115.2612199,"C736+QF7, Jl. Dukuh, Singapadu, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",https://maps.google.com/?cid=16434804285220612281,OPERATIONAL,+62 859-6275-1858,,lodging,4.7,3,
