id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJaSBQX_dh0S0Ry1nWKgVTi_w,Hotel Dharma 1,-8.3571677,114.61439539999999,"JJV7+4QJ, Jl. Yudistira, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=18197730000979253707,OPERATIONAL,+62 365 42376,hotel,"hotel, lodging",3.8,101,
ChIJVeh0O_dh0S0RCYwcu8lPwxw,RM Padang Muaro Painan,-8.3553178,114.61442259999998,"Jl. Raya Denpasar - Gilimanuk, Baler Bale Agung, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=2072587981366791177,OPERATIONAL,+62 823-5938-8808,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4,102,
ChIJMTSX3fhh0S0RugOxoG3VlMk,puri kitchen,-8.357357499999999,114.6161497,"Jl. Rama No.7, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=14525469365000799162,OPERATIONAL,+62 812-3795-2188,restaurant,"restaurant, food",4.4,95,
ChIJobRK2n9h0S0Ryd8EHk4O7qY,Hachiko Karaoke & BAR,-8.355883,114.61676600000001,"Jl. Udayana No.38, Baler Bale Agung, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=12028567383427047369,OPERATIONAL,,bar,"night_club, bar",4.7,39,
ChIJ594NJHZh0S0RpJsT0FayISE,BAKSO GOAYANG LIDAH,-8.357754,114.61262239999999,"Jl. Bimasena No.1001, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=2387385363410951076,OPERATIONAL,+62 821-4509-9571,restaurant,"restaurant, food",4.7,9,
ChIJU1CPafdh0S0RNNh8qYWhOlw,Bakso ceria solo 2,-8.3562238,114.61493469999999,"Jl. Yudistira No No.3, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82213, Indonesia",https://maps.google.com/?cid=6645801795584841780,OPERATIONAL,+62 812-3964-142,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.7,86,
ChIJj1aZuJlh0S0Rk-vSRS6HDmk,Babi Guling Asti Cempaka,-8.3553871,114.61387110000001,"Jl. Udayana No.41, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=7570136656466078611,OPERATIONAL,+62 819-3738-7464,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.6,20,
ChIJBVCsA1Jj0S0RekGBK3LwD34,Warung Pempek Zakki,-8.35717,114.6143864,"Jl. Yudistira, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=9083743346576408954,OPERATIONAL,+62 859-5378-5049,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.5,15,
ChIJkcnTc-hh0S0RKMWjaUEdUi0,RM. Kurnia,-8.3584996,114.6141249,"JJR7+JJ5, Jl. Yudistira, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=3265704846579451176,OPERATIONAL,+62 819-1616-2276,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.7,3,
ChIJqfjMjPdh0S0RhMo9lluinKg,Rompyok Kopi,-8.3564141,114.6180037,"Jl. Udayana No.26, Baler Bale Agung, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=12149764408985111172,OPERATIONAL,+62 877-6281-7408,cafe,"cafe, food",4.6,103,PRICE_LEVEL_MODERATE
ChIJTZHxANhh0S0Rpog_B-TWm78,PushRank Coffee,-8.358825,114.6127314,"JJR7+F3H, Jl. Wibisana, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=13806865357496879270,OPERATIONAL,+62 812-9969-6081,coffee_shop,"coffee_shop, cafe, store, food",4.7,15,
ChIJ58-AxEVh0S0R8SbSBjmsgkM,Wr. Makan Muslim Bu Mariam,-8.3555616,114.61433509999999,"JJV7+QPG, Jl. Udayana, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=4864639908441106161,OPERATIONAL,+62 812-3677-8889,restaurant,"restaurant, food",5,6,
ChIJISi15flh0S0RyKZfTbsH1K0,RM. PUAS 2,-8.356710399999999,114.61441800000001,"JJV7+8Q7, Jl. Yudistira, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=12525644964662585032,OPERATIONAL,+62 853-3308-7555,indonesian_restaurant,"indonesian_restaurant, restaurant, food",4.4,24,
ChIJWSda4FNh0S0RSFvAbW8mPAs,Kos Bapak Ketut,-8.3554276,114.61337259999998,"JJV7+R8H, Jl. Udayana, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali, Indonesia",https://maps.google.com/?cid=809564293044394824,OPERATIONAL,+62 812-1306-9606,private_guest_room,"private_guest_room, lodging",5,3,
ChIJF9ew4flh0S0RfMfxqSJL9Z4,surya agung babi guling,-8.3586122,114.6141163,"Jl. Yudistira, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=11454143839538890620,OPERATIONAL,+62 817-4786-416,indonesian_restaurant,"breakfast_restaurant, indonesian_restaurant, restaurant, food",4.4,76,
ChIJ5eEo1_Bh0S0RikU0V4n_CG4,Bhuana Arka Cottages,-8.3553818,114.61393020000001,"JJV7+RHV, Jl. Udayana, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=7928868109324404106,OPERATIONAL,+62 813-3710-7156,hotel,"hotel, lodging",4.2,41,
ChIJDWu-JPph0S0RfigLezZ_GhE,KEDAI KITA SUKA SUKA,-8.3587758,114.61242879999999,"Central Banjar, Negara, Jembrana Regency, Bali 82218, Indonesia",https://maps.google.com/?cid=1232437320008542334,OPERATIONAL,+62 878-6200-0122,cafe,"cafe, food",4.3,79,PRICE_LEVEL_MODERATE
ChIJJTRZErVh0S0RzC0BvG-N8GE,"Warung ""WAHYU"" soto surabaya",-8.3546242,114.61238809999999,"JJW6+5X2, Jl. Udayana, Baler Bale Agung, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=7057296127124647372,OPERATIONAL,+62 878-4950-5212,indonesian_restaurant,"indonesian_restaurant, restaurant, food",5,1,
ChIJ-evNqEVh0S0R1prLnFZ7u-Q,Salad buah Bagus Kieran,-8.358100499999999,114.6154014,"Jl. Pandu Gg. 2 No.8, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=16481902873220455126,OPERATIONAL,+62 819-4552-5634,restaurant,"restaurant, food",5,3,
ChIJUVYzBoth0S0R5SpejY1V5ok,KOST CHANDRA I,-8.3576541,114.6141627,"JJR7+WMM, Jl. Widura, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",https://maps.google.com/?cid=9936723694290086629,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",5,5,
