id,name,latitude,longitude,address,url,status,phone,primary-type,types,rating,rating-count,price-level
ChIJyZj-BhgR0i0Rzh4Bt0XngMA,Natya River Sidemen,-8.4981103,115.42185140000001,"dinas, Jalan Pura Sari Jl. Banjar Nagi, Wismakerta, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",https://maps.google.com/?cid=13871341138910191310,OPERATIONAL,+62 812-5214-3708,campground,"campground, lodging, park, restaurant, food",4.8,296,
ChIJLfx3DCsR0i0Rn0yWvWlHUG0,Laklak Wangsean,-8.4931545,115.42407689999999,"GC4F+PJP, Wisma Kerta, Sidemen, Karangasem Regency, Bali 80864, Indonesia",https://maps.google.com/?cid=7876874267748879519,OPERATIONAL,+62 831-1433-0667,restaurant,"restaurant, food",,,
ChIJJS6KLGMR0i0RkeefxAar7h4,Bakso ayam mas oprek,-8.4943039,115.4235154,"GC4F+8C5, Jl. Baratayuda, Wismakerta, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",https://maps.google.com/?cid=2228906911151941521,OPERATIONAL,,restaurant,"restaurant, food",3.5,2,
ChIJY1I6KqMR0i0RIwSa2LHqpiE,Nasi Lawar Wismakerta,-8.4938036,115.4238989,"Jl. Baratayuda, Wismakerta, Kec. Sidemen, Kabupaten Karangasem, Bali 80811, Indonesia",https://maps.google.com/?cid=2424883498949674019,OPERATIONAL,+62 821-1345-7830,restaurant,"restaurant, food",5,1,
ChIJUUGFecgR0i0RXrBvylca7dc,Warung Makan Pagi Pak Jontol,-8.4963398,115.42198040000001,"GC3C+FQ9, Jl. Sosrobahu, Wismakerta, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",https://maps.google.com/?cid=15559121251995725918,OPERATIONAL,,breakfast_restaurant,"breakfast_restaurant, restaurant, food",,,
ChIJwRsmuyQR0i0RILaQB7-ikQc,Warung Mang Adi,-8.4949776,115.42398360000001,"GC4F+2H5, Jl. Sahadewa, Wismakerta, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",https://maps.google.com/?cid=545395971237918240,OPERATIONAL,,restaurant,"restaurant, food",,,
ChIJo1mHRPgR0i0R3gCLZY-_DpM,Kubu Dena,-8.4945711,115.42451799999999,"GC4F+5RF, Wisma Kerta, Sidemen, Karangasem Regency, Bali 80864, Indonesia",https://maps.google.com/?cid=10596617595854192862,OPERATIONAL,,,lodging,5,1,
ChIJmX7QkNYR0i0RTNQvAgFzNRA,Work in wangsean village,-8.493179,115.42284799999999,"Desa wangsean wisma kerta banjar nagi sidemen karangasem, Wismakerta, Kec. Sidemen, Sidemen, Bali 80864, Indonesia",https://maps.google.com/?cid=1167966126541362252,OPERATIONAL,+62 898-0763-221,tourist_attraction,tourist_attraction,5,1,
ChIJ7ezrEz4R0i0RZJNWOPe2fJQ,PEKAK BARIS HOUSE,-8.4941924,115.42453279999998,"GC4F+8RF, Jl. Gandari I, Wismakerta, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",https://maps.google.com/?cid=10699627987643831140,OPERATIONAL,+62 812-3869-135,private_guest_room,"private_guest_room, lodging",,,
ChIJjauYx_8R0i0RUNaE19ljNms,Pondok Desta 2,-8.4945529,115.42456030000001,"GC4F+5RF, Wisma Kerta, Sidemen, Karangasem Regency, Bali 80864, Indonesia",https://maps.google.com/?cid=7725471998075524688,OPERATIONAL,,,lodging,5,1,
ChIJy4kyUQAR0i0RR6Sem0uuzJ8,Wayan Rujeg,-8.4928096,115.42426870000001,"GC4F+RJ9, Jl. Baratayuda, Wismakerta, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",https://maps.google.com/?cid=11514769987036161095,OPERATIONAL,,private_guest_room,"private_guest_room, lodging",,,
